month_day,East,North,Vertical,Horizontal,3DDisp,East_sd,North_sd,Vertical_sd,Horizontal_sd,3DDisp_sd
01-01,-0.29930936668594643,0.4649515953369908,1.973288067889635,1.558992157763849,2.707728233271098,0.7682006964539815,0.5660482595354908,3.489685676718862,0.17850758924894725,0.511265687157047
01-02,-0.3068147075447108,0.45209829182593025,2.008420345412343,1.5624839010194644,2.726020681874941,0.7701494716996891,0.6048902320911164,3.5585887746786913,0.18493430050358992,0.521015933935526
01-03,-0.309233937292364,0.43513971053709194,2.043010678490606,1.564222388107685,2.7397458626688387,0.794042981932117,0.6156049714553135,3.590034167228006,0.2117995399700809,0.5163582451022382
01-04,-0.32078684123211476,0.4062128257371931,2.104871622424911,1.5707341289446644,2.7648876475340654,0.8114131254436124,0.6130511488476481,3.6968513555896085,0.19961908997037145,0.5388247818229642
01-05,-0.3224714118385322,0.3785451076039609,2.1445550663592154,1.5770162588785894,2.7849619910766554,0.8105938070464731,0.6158898201019368,3.682356260584733,0.18329679079099925,0.5357378403036009
01-06,-0.3142768157782828,0.35388572280406194,2.16552101029352,1.583658436158788,2.7968058943651224,0.8186462825820198,0.6311365316612869,3.636871128768974,0.199640966997602,0.5225493498191083
01-07,-0.29639388638470027,0.3372521713374963,2.179575287561158,1.5967933236767347,2.808276637597359,0.8062298869568373,0.6466240377212085,3.5443377311423343,0.19732298467882944,0.5069710016666499
01-08,-0.2637301236577843,0.3228252865375972,2.2135378981621296,1.6124442017840146,2.8209584778296906,0.7940590861165078,0.6553425948866365,3.5729513187897584,0.2023566090782449,0.516465670316073
01-09,-0.2218955275975351,0.3096742350710315,2.2489588420964344,1.632209966185789,2.8300413732441303,0.7819654615245099,0.6708042974636583,3.52743557618906,0.21471523425916075,0.5152742843699861
01-10,-0.16856011957402783,0.2930036557521323,2.295287644225821,1.6577389855468552,2.839895328579759,0.7782777191137321,0.6942436317476977,3.501895547628038,0.2277488368613239,0.49747196903264707
01-11,-0.11642642095733784,0.27216485406189955,2.3403188294120385,1.6804382149864192,2.8483327080301413,0.7849814839847925,0.7151561174126069,3.4424731075824115,0.23974571633861452,0.4750548662102534
01-12,-0.06486943174746515,0.2428961633336666,2.357824064321754,1.7025473237519677,2.8529441735812595,0.7763583642522158,0.7150097754894471,3.3424012109899683,0.26589611093028,0.4710451031024565
01-13,-0.021079985277743157,0.20930425023410013,2.3817375156216336,1.7239605787607786,2.8586811125826106,0.8049637703922243,0.7230983125464079,3.2061561340022924,0.29716843796527687,0.45668135938417975
01-14,0.0077269398219035595,0.17047447594886678,2.403063825116595,1.7393118702577746,2.861118088424882,0.8312814782696933,0.7454839433880222,3.1843443380711687,0.3361196216000934,0.4545984816825355
01-15,0.031798864921550235,0.12695303499696672,2.4317026346115567,1.7526055429842815,2.861361823497772,0.8492928899382595,0.7497479509794139,3.1070025229536387,0.3611639300441474,0.4337926838483088
01-16,0.04747245668786357,0.08424659404506667,2.468510610773185,1.7635813313511268,2.855870403775237,0.8773814718620512,0.748734873634547,3.039767813415122,0.4101218385732187,0.41082611977706257
01-17,0.05710565315758563,0.035520514278833334,2.490609895406398,1.7717902238566428,2.846093619058779,0.8964448268490778,0.7474265431327279,2.9995655712500913,0.4436540798404003,0.4121562706876997
01-18,0.07051472570079168,-0.012310676449399663,2.474707630316113,1.7835219554820845,2.838134044427221,0.9209706551551551,0.7642617218498493,2.9756904796118704,0.4901992928728393,0.42311970040273583
01-19,0.08389217431748178,-0.06230031147296573,2.4418438155023305,1.7964070655566535,2.826970276033312,0.949644952663701,0.7943112688468432,2.969420546038157,0.5316929599540829,0.4333990883243051
01-20,0.10269799900765579,-0.1082217241251982,2.3849626176317176,1.8067351770280309,2.8158696604064377,0.9779100157740096,0.8199796727416391,2.929927171802698,0.5727225602679098,0.4211882251895447
01-21,0.13000509506790503,-0.1460352755917638,2.3369118948993552,1.8149805144096423,2.8081961981502306,0.9900976793262157,0.826386796825227,2.8376369015361504,0.6208766016256185,0.41548244757506375
01-22,0.1582863577948209,-0.18513466039166276,2.3356136721669936,1.8259845922771878,2.8051481548649475,1.012550113015233,0.834663708515052,2.710899211017719,0.6637560245388172,0.4062982972592009
01-23,0.18939595385507002,-0.21220071185822836,2.3530579494346315,1.840310275617917,2.810433501109462,1.0473723426312906,0.8486544141968491,2.693565777215632,0.7195437192808788,0.40633786087448337
01-24,0.22134221658198588,-0.2398684299914607,2.387404726702269,1.8634514869508576,2.8209960225042083,1.103260358796277,0.8755147112197742,2.685243742159293,0.7623987110256557,0.41228611229121775
01-25,0.2551701459755684,-0.27196114812469296,2.4002798373032403,1.8945786018496618,2.833643400084964,1.1409524810951008,0.8906009394045241,2.6172028119037307,0.8061800054356023,0.427607259563845
01-26,0.28564807536915093,-0.29568053292459195,2.3948974479042118,1.9252428341697503,2.8397760523608393,1.201563528992833,0.923961405911383,2.4830597488263995,0.8639376723481473,0.417865739286318
01-27,0.32201933809606686,-0.32409741772449085,2.3606392251718495,1.9631926246397973,2.839062927351398,1.2520769025070462,0.9596269265370935,2.337429861976924,0.9281701770299142,0.42010143688349416
01-28,0.36017060082298286,-0.34887180252438976,2.3144443357728206,2.0015488971319426,2.8369619947944122,1.3079746253743596,1.0083431284506765,2.2421273037465204,0.9871486930176796,0.43157703829638755
01-29,0.40062269688323215,-0.3684270206576221,2.2558011130404587,2.0372411111815105,2.8245664941224264,1.3741632543862499,1.025062261040163,2.2460143346042503,1.0128002202293371,0.44760350137613225
01-30,0.4522581262768148,-0.3883297387908545,2.1608303903080968,2.0692128767566738,2.8072827286060797,1.436600028092646,1.0245843726377797,2.230318532634128,1.0319192975640912,0.45479768809693083
01-31,0.5153302223370642,-0.40164912359075355,2.052457167575735,2.0997670228788854,2.7887676187888584,1.5170362618970068,1.0295980948236396,2.1399553597762093,1.0732973040061105,0.45876731119398817
02-01,0.58410898506398,-0.41097100839065265,1.945489778176706,2.129188784640302,2.768147407291027,1.5824673422076028,1.0282507315884404,2.0567130032691856,1.118951053131573,0.45971619572466454
02-02,0.6512210811242294,-0.4142995598572184,1.8593823887776773,2.1609818731902157,2.754768961689009,1.6391104850105431,1.056136767380661,1.970217604412885,1.1852567367868792,0.4772320703417946
02-03,0.7168823438511454,-0.4179272779904507,1.8201916660453152,2.1964337045594404,2.749619026476012,1.6939738805894016,1.0988149382920542,2.0358880477301646,1.246326237158513,0.513515727341077
02-04,0.7653477732447279,-0.42514082945701615,1.8090692766462866,2.224737340404934,2.7438672281917427,1.7319141241641125,1.1210312027960605,2.1008399805232223,1.3054837347511756,0.5307430012122013
02-05,0.8027807026383105,-0.43336438092358165,1.823054387247258,2.255016228991778,2.747937888198779,1.7784019834618263,1.154115902800449,2.185776726140138,1.3736766027873677,0.5554691051797668
02-06,0.8355311320318931,-0.4477804323901471,1.8504878311815625,2.2784524428530126,2.7554038543457997,1.8074051960469875,1.2217275834132395,2.294520058326957,1.4177172636361697,0.5714292671136908
02-07,0.8596140614254757,-0.4633848171900459,1.8546021084492004,2.3017919153448134,2.7665169130798186,1.822310955290304,1.2643399175527985,2.3803491685706084,1.4484953299339973,0.5752364048604472
02-08,0.8750869908190583,-0.49128086865661147,1.8397638857168386,2.3380286453453705,2.795797470221193,1.8434450143868935,1.340376444491905,2.490703857600744,1.505426960792048,0.5765802568354713
02-09,0.888727420212641,-0.5235060867898437,1.7883131629844764,2.3716425347969254,2.826839014593978,1.8911578707217727,1.3831548115695673,2.680410739298556,1.536383322596451,0.5308298150760078
02-10,0.9052261829395569,-0.553868804923076,1.7002616069187813,2.4103607330301324,2.860162564632353,1.9032292367273254,1.4327242453806384,2.7734111089991065,1.5748904753229738,0.5048147661845274
02-11,0.9233741123331396,-0.5808448563896418,1.6189817175197523,2.4455124099751675,2.894293880254246,1.9226966078758874,1.4808426867236133,2.8290854054819814,1.6291612678170604,0.49155490676097785
02-12,0.9547687083933889,-0.596027574522874,1.5489743281207238,2.476118614282716,2.9284897204354303,1.9555180141186468,1.5268748290551815,2.9275518943735332,1.6965619666753498,0.5009477502073612
02-13,0.9955308044536382,-0.612231959322773,1.4967552720550281,2.511671006828341,2.97057176705216,1.990369836050129,1.5880786708770953,3.137234389212838,1.7542785588318368,0.5174311089245567
02-14,1.036754567180554,-0.6306238441226717,1.4631178826559994,2.5496055088217506,3.01740939640508,2.0437215362248518,1.640516158078761,3.3372195174262043,1.8150388478975277,0.5272546365947615
02-15,1.0783341632408034,-0.6532073955892371,1.4259413265903038,2.594193923398868,3.065468153591709,2.082117566461036,1.7066016997646591,3.502502075307389,1.871319644585722,0.5338547619905455
02-16,1.1194412593010528,-0.675864280389136,1.3817589371912753,2.6376311576651856,3.1035281950388325,2.1317684398129226,1.7594129368954703,3.5792042770441315,1.9375099445534152,0.5352068311877817
02-17,1.1559616886946353,-0.6949944985223684,1.3538265477922464,2.6805270632111124,3.130980283941375,2.191454546192003,1.802555974888242,3.6608854838186593,1.9945916998531799,0.5545526876965925
02-18,1.1916271180882179,-0.7112388833222674,1.3289499917265513,2.7217742678334647,3.155809800583841,2.2510777393308947,1.8349517027151239,3.778751978629225,2.045393346906958,0.5814912002270237
02-19,1.2239858808151338,-0.7318666014554998,1.3254284356608559,2.7644440929066034,3.1817493758872377,2.300735789850525,1.868135704612,3.9467603326806495,2.093863518796702,0.595983672680009
02-20,1.2477313102087164,-0.757430986255399,1.3340660462618272,2.801972832993062,3.2058506920160195,2.36792485879667,1.895614773129449,4.023790290390165,2.1457101384962014,0.6050219303030128
02-21,1.2658942396022992,-0.7812812043886311,1.3201761568627988,2.833936520042842,3.224918215334099,2.4016887378782745,1.9076936215554854,4.105461612787967,2.1652616801214384,0.6262125719556919
02-22,1.2828571689958816,-0.8079414225218635,1.3135396007971032,2.867190808335733,3.2424899499858086,2.449965264391259,1.9405794692404006,4.151646753783753,2.2074736205820744,0.6269485838633518
02-23,1.303446765056131,-0.8279766406550957,1.3177972113980745,2.9010901802038096,3.2568852389814578,2.4973199958658197,1.968358774755058,4.241503838493874,2.2386531901923674,0.627330017502917
02-24,1.3266080277830468,-0.8433801921216612,1.3411831553323792,2.9383820011148787,3.2682755428604633,2.546288275668764,2.0027047768712407,4.283950594800265,2.2769779615977006,0.6263781067059687
02-25,1.3583109571766294,-0.8602262435882267,1.371166599266684,2.9794782030350606,3.280796649088902,2.588532884363747,2.0270764837363786,4.283959410414235,2.316245617186836,0.6302538186688712
02-26,1.3928480532368785,-0.8736689617214588,1.3909408765343216,3.0193268903536516,3.2858650501097073,2.6237489909708605,2.045282290419924,4.337454952356819,2.3382045983032715,0.6285277921025387
02-27,1.4328618159637945,-0.8850250131880245,1.3913809871352931,3.0583564034020156,3.2925641368395135,2.672326934632333,2.0474810162182835,4.265387283951293,2.381963473019111,0.6492928967630102
