east,north,up
-0.1596303596347652,-0.2586685575619635,2.120442726227724
-0.25269900049673466,-0.42380360068773204,1.5959126144235345
-0.27856144076432066,-0.6540630035146537,-0.5072870463523954
-0.5704927567695958,-0.19498353778072905,-2.9030262647705465
-0.7120128704390145,-0.20243216065922312,-5.030902163796843
-0.4416824464740256,-0.2921027316718094,-5.862751054600496
-0.09672786058620186,0.020068316543940142,-2.686072178168222
0.6851064375076917,0.36295768945279366,1.7682073474313253
0.8797524991927523,0.5143646300242548,2.919287792720001
0.6280473941646869,0.8428229220323339,2.229745844165248
0.1499565838048152,0.2821329281666117,2.918191581844323
0.0689059278623824,-0.07562691797324383,2.6509668673441964
