east,north,up
0.08459739873432007,-0.41697453137854157,1.038580386198999
0.11351059335336353,-0.34528296426245014,0.5172715971316232
0.024140268972096444,-0.4176159890309724,-1.0037233354719886
-0.2204549860272723,0.20258411252756175,-2.90528328068696
-0.4045967283453894,0.6501625499351821,-3.5250364495189133
-0.09643227205503042,0.258166920296629,-4.537838890963137
0.0798681741151514,-0.21689841206172153,-1.1890123634004042
0.3573873626431886,-0.018945768699272583,2.3524538435791755
0.3089958570844925,0.5232552425661349,2.71880869981097
0.03967908138384668,0.4299701336950287,2.1324052076955815
-0.25443088428095656,-0.32346957493712886,1.9428808673125706
-0.044212338017991994,-0.3088146603706296,1.8194482741669384
