east,north,up
-0.2933124190065412,-0.6603493261933522,1.4537507584769918
0.11882738090919166,-1.2751932365519199,1.5707662284361277
0.6777510339746988,-0.7664005758833481,-1.4665543833367445
0.14186684981957592,-0.009229569037964553,-3.552883547984142
0.3338944539903968,0.4988893789517856,-6.641140085262918
0.44067495985182326,0.4219503740556311,-6.511510432557296
0.3321850851389952,0.12104681025823284,-2.409386528960588
0.1279742673229984,0.5750827619281882,3.489521793237522
-0.43095919035727076,0.7721620434960431,5.768819497705079
-0.21293143689142308,0.6853891352808231,3.681013597048887
-0.9761476350384799,-0.06918605788063285,3.0829629383281785
-0.3624539189349875,-0.40836778661354406,2.7610460474964293
