month_day,east,north,up,east_sd,north_sd,up_sd
01-01,-0.7689205451216722,-0.5973874802421352,0.5883842840679757,0.9363526411386478,1.546241413201926,4.862145294755259
01-02,-0.7259316146448103,-0.6754574372998048,1.4818543345645019,1.082410296343907,1.8335546087792756,4.633517850974777
01-03,-0.7196578572909006,-0.6265883419114947,1.1214528392807737,0.9488793266738572,1.651518425438588,4.772926981121107
01-04,-0.7523805438844449,-0.6012794152112427,1.0373963565060391,0.9994568863829446,1.6431348293139674,4.7342822822316935
01-05,-0.7970232304779891,-0.5783104885109904,1.0071865403979718,0.9432854877570706,1.6207465765653246,4.617833779298093
01-06,-0.8292525837382001,-0.6164282284774046,0.9538567242899042,0.9075941913561525,1.5833730658601972,4.5696029381294485
01-07,-0.8561152703317447,-0.598565968443819,0.7848869081818368,0.8804588979093956,1.635661194001218,4.445816588283011
01-08,-0.8439579569252892,-0.5798637084102337,0.8726304254071022,0.8460290172476046,1.6673032643139445,4.397202038193195
01-09,-0.8675473101854998,-0.5887281150433148,0.9808272759657017,0.8477199269555572,1.7178105577066096,4.489671699680081
01-10,-0.8666633301123771,-0.6382058550097288,0.9180174598576339,0.8500565657824755,1.681892108326345,4.4764904364786995
01-11,-0.830812683372588,-0.6515835949761433,1.0513743104162334,0.8407238947322904,1.630551216353297,4.655661478816541
01-12,-0.7767153699661324,-0.6197146682758907,1.1165644943081658,0.8639500017761349,1.6293677359513707,4.626600761390692
01-13,-0.7073580565596764,-0.6055324082423053,1.1848280115334315,0.9002450126375822,1.5972085470495974,4.699454748777902
01-14,-0.7331940764865539,-0.5672301482087196,1.1627248620920307,0.8596714576681772,1.5710783097868999,4.654328335716783
01-15,-0.6872634297467647,-0.5558345548418008,1.070435045983963,0.8155202706003138,1.5966895505578453,4.674928239176171
01-16,-0.6505061163403091,-0.605665628141548,1.084971896542562,0.8426859176652373,1.5904001783315778,4.534666446739125
01-17,-0.6236954696005199,-0.652070034774629,1.0807087471011614,0.8954476856330094,1.6136415039523158,4.449978271797613
01-18,-0.5960714895273973,-0.6893144414077099,1.2177189309930938,0.8704078179922143,1.5967307990138844,4.43237903636786
01-19,-0.5058275094542755,-0.7080988480407908,1.4115757815516932,0.8294127087192075,1.591002964248364,4.404885644239837
01-20,-0.44962352938115285,-0.7386699213405383,1.551152632110292,0.82095442158042,1.6410594274407004,4.452652348105315
01-21,-0.41651954930803015,-0.6964609946402861,1.4415428160022246,0.8432204263010767,1.6825534352063325,4.607206517445218
01-22,-0.39980890256824103,-0.6839987346067004,1.3199729998941572,0.871605117583748,1.668871472514495,4.759410595350942
01-23,-0.3237115891617857,-0.7070231412397814,1.3281631837860897,0.9220978302646022,1.6290102307982721,4.801687500252859
01-24,-0.2709742757553302,-0.7201008812061958,1.3964667010113554,0.8782143326708857,1.5809691040863505,4.60937814130406
01-25,-0.24827696234887436,-0.7375852878392769,1.2955302182366213,0.9275369793523017,1.535061459872757,4.590425976213327
01-26,-0.21047298227575234,-0.7543296944723576,1.2265337354618873,0.9337853444122121,1.6102774190028903,4.564151337436396
01-27,-0.1860356688692964,-0.758454101105439,1.1915839193538198,0.9280674090506102,1.6167029838895606,4.583125837804364
01-28,-0.11021168879617416,-0.7296118410718533,1.1658941032457522,0.9444900378174262,1.619161237078953,4.689135598375367
01-29,0.01793895794361482,-0.7392695810382677,1.115744287137685,1.024642430398844,1.6072596969052,4.679167624410996
01-30,0.06836960468340371,-0.6988606543380151,1.209374471029617,1.1053641227279176,1.6000299172596926,4.660449258835351
01-31,0.057760251423192965,-0.6394850609710964,1.2352246549215498,1.1375960672715526,1.582884762907382,4.580012952766716
02-01,0.03343756482964873,-0.5765894676041774,1.2120481721468155,1.1470441861805183,1.5098058394595224,4.607627673386636
02-02,0.01498154490277106,-0.5309005409039251,1.059671689372081,1.1217738968515112,1.4714835271291211,4.41496701213292
02-03,-0.01731447502410647,-0.5025716142036728,0.9339952065973469,1.0607471021283477,1.4819513208625388,4.502302014983498
02-04,0.02568950504901555,-0.492296020836754,0.8643253904892794,1.0226395955783045,1.4408006563010702,4.608372515901094
02-05,0.05874015178880458,-0.5168137608031683,0.8613422410478784,1.011230253858222,1.3921044685210757,4.674825826079946
02-06,0.1000307985285934,-0.45557150076958264,0.8701524249398112,1.0131227665989242,1.4062203199255303,4.724859635784956
