east,north,up
0.2633814181803445,-0.06713154849621518,1.743610492786977
1.165503774260512,-0.5986603622328195,0.6267596425405199
1.5077679181083907,-0.8402388974414352,-0.8677720891957589
1.4514514680914956,-0.4012587476348492,-3.347668385999226
1.3022058874419453,0.006197463854848004,-5.025778239046176
1.0620946437099565,-0.3974451060174605,-5.183700995318932
0.1053077010532354,-0.21776667230554012,-1.7620230347458097
-1.7203117978807134,0.3658177710231211,2.239306610412036
-1.8781237220970628,0.5775728560056924,3.0926730171343806
-1.3314363905602342,0.6544479787857127,2.0063974606824133
-1.09021485203416,0.5330691365119692,2.7846126300368974
-0.45748031052671706,0.23855918177625615,2.7243427016056936
