month_day,East,North,Vertical,Horizontal,3DDisp,East_sd,North_sd,Vertical_sd,Horizontal_sd,3DDisp_sd
01-01,-0.11084446969222142,-0.6342427693795294,1.6453993585519795,2.1835150460323796,2.782018237917497,0.9701574668776555,1.3368551243661333,3.7540685551036117,0.7330510511951971,0.7239275035155684
01-02,-0.12319588921431328,-0.6478911462074799,1.654656924982173,2.1789937264646344,2.7825229094822728,0.9932194991443879,1.3179205087729122,3.752496305494924,0.6921900253473608,0.7167409090233697
01-03,-0.14433883092975808,-0.668078926453428,1.673548187636422,2.177458643970868,2.786177176525659,1.012115575469377,1.3056367486307818,3.782280433263131,0.6636234459931379,0.7148699875617686
01-04,-0.16722506188765593,-0.6800429389840678,1.670481250271581,2.1826792209183394,2.7886023856326383,1.037079737704641,1.3210654244990632,3.80209554491544,0.6553756236757708,0.7106332305774943
01-05,-0.18425510516842905,-0.6861985818012762,1.6532462451879884,2.1903341343664082,2.7879818923589164,1.0659655453481907,1.3511156515112765,3.8318801260148105,0.6646378255306293,0.7141966990925894
01-06,-0.2042352538118979,-0.687902289002964,1.6301746742673187,2.194352554789562,2.7808233788528516,1.074703575752716,1.3662170781799174,3.837783219164743,0.6630168353713751,0.7061744663463968
01-07,-0.21510884246578943,-0.6996145977156324,1.6148442407502561,2.1944024228759935,2.7759057584103277,1.0810982634099535,1.3910957331370317,3.847334909148232,0.6770654722123788,0.7198572850886427
01-08,-0.21573899166592728,-0.7173021754190668,1.6107533375656278,2.196663449525004,2.770444272137798,1.0837727621245636,1.4121857962558972,3.867536023000001,0.6971983276401282,0.7246290321942962
01-09,-0.2058546262140504,-0.7471405925608406,1.6160182188742838,2.2036975706214434,2.7699723165614585,1.0775611728513523,1.4413709641180539,3.856637955296542,0.6949773649823933,0.7217297464262259
01-10,-0.18521646039587325,-0.771750087236192,1.610917456104796,2.2107292364739597,2.7726164421937303,1.0536814058104473,1.4604666641273245,3.8849722845564387,0.7092023101864309,0.7136116463725085
