east,north,up
0.4749958492491936,0.5739924668105022,1.0230193316567744
0.6855441432654117,0.10324276067967461,-0.4349056962018617
0.6337096475941884,-0.28232922894202817,-2.269377936139934
0.21646469331808865,-0.22624102624030995,-4.261870669661143
-0.030736897807758873,-0.7336118010641951,-5.180047749244014
-0.26033578808980545,-0.9438508560839034,-5.368308522550449
-0.6746057147792613,-1.083270936332603,-1.0435531284451705
-0.5215583885186019,-0.38562041586884005,3.008182516920629
0.001926103204636705,0.46446415124063023,4.24421390135025
-0.05306131242303263,0.6984772006756064,3.455873834649035
-0.38693313242283384,1.001723664824596,3.1659353677039133
0.08595113933478803,0.7543307009796519,2.535491469784719
