month_day,east,north,up,east_sd,north_sd,up_sd
01-01,0.3239545546237037,0.04245422047725878,1.7265333640053964,0.9698548813473445,0.8977348221398932,4.551478514525731
01-02,0.07710018362243858,0.010713580081091837,1.29246882884401,0.9388130405360601,1.0649202433567448,4.864259289889223
01-03,0.33164092843564685,0.027604387419560783,1.765404468112493,0.9281591286938574,1.005820778813646,4.628951554648005
01-04,0.3123146896615193,0.013718173291352567,1.6690653371260717,0.9141855861838217,1.0621559884397116,4.683609567751033
01-05,0.2922342842207254,-0.00995137417018905,1.5826595394729839,0.8406007531259616,1.0837270763388789,4.726740100072414
01-06,0.2584955454465979,-0.06029592163173101,1.4132120751532293,0.8282186155170461,1.0814259756150117,4.619457397980317
01-07,0.24286097333913664,-0.07116963575993954,1.459810444166808,0.8084095046293331,1.1216026622496063,4.55348974723116
01-08,0.24695973456500903,-0.09260168322148106,1.3863046465137203,0.7713491271210254,1.1759783638688195,4.503250879283466
01-09,0.24912099579088162,-0.07200456401635569,1.5560113488606326,0.7480694132357362,1.2088694006654714,4.484936515563006
01-10,0.21222809035008758,-0.09575327814456468,1.5427138845408779,0.750431209598639,1.2121122955192167,4.4582692281348395
01-11,0.2445726849092933,-0.10463949227277329,1.5526039202211237,0.7211091638004522,1.2178030735544876,4.3609573904749155
01-12,0.2886589461351659,-0.14378820640098205,1.556031455901369,0.7266855120868138,1.21901570420202,4.23686794731261
01-13,0.3381327073610384,-0.17218692052919002,1.6128714915816145,0.7425956335453459,1.201647757493281,4.093626437669454
01-14,0.3897356352535777,-0.21973980132406531,1.6122031939285268,0.7093563329341035,1.1171582385145375,3.966278823652398
01-15,0.4272552298127834,-0.23299268211894086,1.584897396275439,0.7129003300705791,1.1184454363319238,3.8117783910018357
01-16,0.45897899103865586,-0.23917889624714964,1.572404098622351,0.7488265465523256,1.0730623159444128,3.682239485458152
01-17,0.48754441893119493,-0.27531927704202525,1.4891733009692634,0.7522302430548015,1.0470767045838898,3.6081056087040206
01-18,0.5458723468237342,-0.2912679911702335,1.5916383366495088,0.7351120149193722,1.0138230562345019,3.6239250403287815
01-19,0.617433608049607,-0.3079042052984427,1.6962783723297543,0.7673283745834951,0.9822802708279091,3.6572172572753563
01-20,0.6524032026088126,-0.30382375275998447,1.7484517413433331,0.8118810620718944,0.9620951374451268,3.665136967029802
01-21,0.6941227971680182,-0.30143080022152635,1.860254277023579,0.851149419259862,0.9301671102037137,3.799304622490675
01-22,0.6974298917272242,-0.3314670143497351,1.9107318127038242,0.8582437868979946,0.9126912672685855,3.9087617219476747
01-23,0.7514494862864302,-0.392236561811277,1.905267681717403,0.8615160621111022,0.8704516578957838,3.8399328818901615
01-24,0.7863482475123021,-0.4215394426061524,1.7508493840643153,0.8483899514481893,0.8568021961335637,3.7773349865984356
01-25,0.8031511754048409,-0.4270214900676938,1.6659435864112275,0.8307209944068256,0.839283977771212,3.741847034154788
01-26,0.8206541032973801,-0.4481493708625687,1.6184544554248061,0.8360892155366976,0.7969174509643223,3.85774747312527
01-27,0.8118195311899189,-0.461485584990777,1.6387736577717182,0.8191467301851791,0.7684351614892863,3.9448162451174693
01-28,0.8332182924157908,-0.5006759657856524,1.5528720267852973,0.8368084365655917,0.7029662395810934,4.112973222537141
01-29,0.78947122030833,-0.510020513247194,1.4406662291322092,0.858131078706093,0.6851935541012784,4.194361252455528
01-30,0.781199148200869,-0.5113775607087355,1.3810937648124548,0.8824490240294,0.6567688691284809,4.344113927041906
01-31,0.7952354094267413,-0.48230127483694407,1.319475467159367,0.905552460807561,0.6318332626833457,4.55657758290764
02-01,0.7849133373192804,-0.4662874889651518,1.2900280028396125,0.895162277006664,0.6202619247248693,4.7493880879714645
02-02,0.764132931878486,-0.4697570364266933,1.1062138718531913,0.9015482348277994,0.6243676555536259,4.802301375085816
02-03,0.7481566931043583,-0.4450099172215678,0.9560789075334368,0.9273212135811352,0.6365934532623538,4.805970337687061
02-04,0.7878637876635641,-0.4510419646831098,0.8264356098803489,0.9305113630808881,0.6757829220303847,4.87639199276604
02-05,0.8073333822227696,-0.47305317881131786,0.7084006455605945,0.9363214814104177,0.6943146282716688,4.9100169783296685
02-06,0.8448071434486418,-0.48449772627285925,0.5126531812408399,0.9584542370873661,0.7133529623252163,4.921676848528536
02-07,0.8099392380078475,-0.4933172737344012,0.3733348835877522,0.9652818777255389,0.7352585375716856,5.087240861360051
02-08,0.8244088325670533,-0.5069076545292767,0.28361658593466443,1.008133094986607,0.7885759527727242,5.250697839950295
02-09,0.8268325937929258,-0.5138938686574854,0.26793995494824313,1.0727692679280092,0.8138438042585514,5.380371895210327
02-10,0.7783855216854647,-0.5289675827856939,0.2195008239618219,1.1130902767792377,0.827137229912825,5.307097955616026
02-11,0.7674176162446706,-0.5414037969139025,0.09844085964206728,1.1568726745212978,0.8713142776257562,5.361861439395355
02-12,0.7223872108038766,-0.5277525110421112,0.1636183953223131,1.198003959212134,0.893956757092646,5.282327571558509
02-13,0.7076901386964157,-0.5459512251703197,0.2577542643358918,1.2216696697237006,0.9224302405516085,5.248686483630331
02-14,0.7162097332556212,-0.5368666059651949,0.2792068000161373,1.205568262816664,0.9541684838003313,5.281480133975885
02-15,0.6990209944814938,-0.5825736534267366,0.2921010023630495,1.1876821018186283,1.0228426523952758,5.248238141375899
02-16,0.6997697557073661,-0.5898432008882791,0.26119937137662835,1.2107221356531817,1.0768080062500442,5.200687931416838
02-17,0.7239018502665717,-0.6261460816831542,0.20211440705687356,1.233581187237883,1.088688821786422,5.187896740360988
02-18,0.7612047781591106,-0.6597364624780299,0.15107527607045262,1.2584974730769878,1.0747793616887737,5.1231463800408354
02-19,0.7760702060516497,-0.6740143432729051,0.14445281175069796,1.2681173774203822,1.0134219321006896,5.065666962445078
02-20,0.8195148006108556,-0.6780547240677803,-0.013286319235723154,1.3011203977403387,0.9972031336673547,5.044962482753657
02-21,0.8303302285033946,-0.6896784381959891,-0.00413378355547761,1.2966877022088963,0.9912792715360716,5.101699813264162
02-22,0.8359581563959334,-0.6983688189908643,0.021506252124768033,1.2930566779841528,0.9381757737518288,5.216244991725397
02-23,0.8069319176218059,-0.7059133664524055,0.019183787805013452,1.2519394186549202,0.9033611825060361,5.250623280303002
02-24,0.8107667852677032,-0.711237381180774,-0.05987774384998695,1.2028772563059758,0.88055201571055,5.239058560997703
02-25,0.8131853067597545,-0.7220485753963225,-0.12515200444271612,1.157031046977985,0.902014152541472,5.280036345358509
02-26,0.8328031872261644,-0.7193385356375114,-0.1463317595409396,1.106675019330329,0.9103434320783278,5.224088965687061
02-27,0.8565418427508494,-0.7550950314264856,-0.24736093188858096,1.017010369741522,0.9149784534509685,5.259408503258441
02-28,0.8703479225179584,-0.7735584400942486,-0.27012476332713065,0.9898569839434302,0.9048625279025032,5.321918400728702
03-01,0.7969150732623296,-0.7933564601028869,-0.027265900536949418,0.9616856891511881,0.8974621257095834,5.255270926993582
03-02,0.7891107789326465,-0.7811779520088732,-0.12166780930114834,0.9565665716618998,0.8951557889369032,5.207358622840368
03-03,0.7781687068251855,-0.8328838883593034,-0.17676749584312504,0.9482026681386758,0.9224059690836579,5.198270508218121
03-04,0.7525199680510577,-0.8529631580430673,-0.14721384905176843,0.944346201862679,0.9277209129083804,5.136523834789728
03-05,0.7254401181658191,-0.8697402055046092,-0.2407490911493006,0.9976600924604235,0.9482070439835776,5.095642496791724
03-06,0.6802536016139135,-0.8704372529661507,-0.3626043332468328,1.016733744854275,0.9570457096619096,5.131183261559929
03-07,0.6213470850620083,-0.8404098559832486,-0.2664240197888097,1.0563017507376504,0.9619768433571302,5.049704829916061
03-08,0.638622790732325,-0.8228269034447897,-0.27653703966411947,1.0941958037513182,1.028047174712176,4.928574719890906
03-09,0.6947029408470863,-0.834595062017443,-0.39651228176165193,1.106823022658518,1.0445960705292563,4.7556985242309375
03-10,0.7291475354062915,-0.8088521094789844,-0.4267364127480731,1.1281167553561584,1.0203037989296428,4.6496376641839445
03-11,0.7315432410766085,-0.8127047124960824,-0.4908938770678276,1.1510471221091654,1.0092740589451927,4.559400826259296
03-12,0.7526145023024806,-0.8000950932909571,-0.5313224524986931,1.144287737027738,1.023695602391652,4.47805356231894
03-13,0.742325763528353,-0.8204676963080548,-0.6207021390406698,1.131990628089552,1.0326222822354725,4.393106525110058
03-14,0.751734802532003,-0.8184091882140411,-0.7906773811382021,1.1161825309316458,1.0449094390401865,4.314911342278509
03-15,0.7460016193134315,-0.8233595690089167,-1.0033726232357345,1.1012103812712764,1.026016646462166,4.3270463222027855
03-16,0.7329884360948591,-0.8193188386926806,-1.1714989764443777,1.0817427140456328,1.0043146927933448,4.4390646102677955
03-17,0.7042819195429536,-0.8220914417097778,-1.2925186629863543,1.0547639443616246,0.9949327784013045,4.531985214150178
03-18,0.6805220696577149,-0.8012640447268752,-1.3565605717505536,1.0368982074106305,0.990298044974452,4.602236633939376
03-19,0.6524111086613652,-0.7918677588550838,-1.4964202582925303,1.044457353057459,0.9981073359563382,4.595559485312267
03-20,0.6323268143316818,-0.8174936952055141,-1.6349643892789514,1.003909687232651,0.990088492302452,4.619630903993917
03-21,0.5968691866686655,-0.8190751871115005,-1.6922774091542616,1.0027306702196659,0.9564967460515096,4.575300607431176
03-22,0.5393271145612045,-0.8273589012397087,-1.8724882068073494,0.9763209871120866,0.972031385880853,4.616472099884803
03-23,0.4657050424537436,-0.8308915042568066,-1.9947523377937704,0.9601493404122332,0.9680831303699162,4.634609410729008
03-24,0.3732918592351716,-0.8201974406072365,-1.953629802113525,0.9575376532606957,0.9108505746101875,4.557519395789306
03-25,0.30500312046104405,-0.8615344880687786,-2.043120599766613,0.9692908041030244,0.930207999025177,4.537533803158037
03-26,0.2942166039091386,-0.8251293133080979,-2.2032913974197004,0.9962466625332529,0.9108093995002164,4.575666957342747
03-27,0.2563189762461221,-0.7739996941029734,-2.3069333061838995,1.0556274057503396,0.89425441389715,4.558987854360457
03-28,0.23667468191643914,-0.7370745193422926,-2.422010770503654,1.0698504177412174,0.8713882530672618,4.557494063968487
03-29,0.20618594314231187,-0.701696011248279,-2.479612679267853,1.1005386986510546,0.8574925544030253,4.498894773846646
03-30,0.21314164881262843,-0.667161947598709,-2.480810143587607,1.0809918149771276,0.8577086924375066,4.412550987356532
03-31,0.19891957670516774,-0.635490106171362,-2.452047607907362,1.084625364273157,0.9063134990869096,4.424298793441404
04-01,0.18976861570881767,-0.604289375855126,-2.50625840556045,1.1035821588958514,0.865591525945273,4.483468414889414
04-02,0.19174654360135662,-0.5487108677611122,-2.6056380921024265,1.1388813780978355,0.8331992665372401,4.494847713089359
04-03,0.18762669371611781,-0.5071279152226539,-2.598271111977737,1.171621257325299,0.8015242621815881,4.541924885045807
04-04,0.1916357327197683,-0.42842051823975125,-2.548468576297491,1.1848426474979332,0.7551370121920941,4.643877818639251
