east,north,up
0.4817102443673555,0.6304707425220211,4.789935698037493
1.2368503730252458,0.03723111031074455,-0.8342925466425528
1.1578994880593094,-1.3546601047725964,-0.7295129995218715
-0.0011867515850419268,0.7601911537316375,-7.958173004644356
-0.5919234837871332,2.319121935031366,-10.980677387549322
-1.403204487614321,1.6937140684893004,-11.10669164809769
-1.6982274252339375,-0.16181041975093444,-5.527342751629103
-0.9268229881506002,-1.2102712741313844,2.0238230361227036
-0.19028099809481597,-1.6689038094937678,7.286478648411156
0.4085661001278617,-0.6929291579490564,6.87873969541738
0.41958954243656105,-0.2432337178738793,6.615219918050843
0.5127504886435427,0.19789211728912057,5.877689609787634
