east,north,up
0.6244453007679179,-0.11971056140298783,2.263111486998232
1.1267269162231413,-0.45857902026394526,1.4847544847081249
1.1907611900157644,-0.6122099460564757,-0.7797309658704458
0.7857859568368912,0.1400106049455284,-3.59455409943676
0.41214449781203666,0.5158607447636624,-4.957262395556547
-0.19171086802285492,0.12001339354236949,-5.47207771676594
-1.2256053772716184,-0.08791932297148214,-2.5096358037391515
-1.340856530750861,-0.07529520530304827,1.7706725020792535
-0.8628169985375769,0.07577833397193648,3.1847965838022025
-0.3865537362940243,0.3214823774870172,1.9334480120617097
-0.17900388812594964,0.20303125632362953,2.875366296682036
0.1549989394086781,-0.0410672448575708,2.8124327738419144
