month_day,east,north,up,east_sd,north_sd,up_sd
01-01,0.7240724718193815,2.452958239813725,-1.4371022089315841,3.1976196908827994,3.8499145088161297,4.729474340257359
01-02,-0.44215305703572505,2.0446146963813976,-0.04202559259417857,2.185331806716389,3.480826347146197,4.977755496821872
01-03,0.8300626403846006,2.4816066475133827,-1.1282470474783286,3.1969444919594587,3.8243624205047326,4.682245668735619
01-04,0.8688540776879093,2.47339097286422,-1.0346568981840198,3.2315067955087207,3.8257891067343026,4.510654860545598
01-05,0.8816091513548551,2.4327510557908165,-0.9297940216169839,3.2203776488780975,3.823533815864622,4.4695724450908925
01-06,0.8671521038096796,2.376165684171958,-0.6699735692923722,3.1784279734039638,3.8270629710724386,4.3204019216003
01-07,0.8182102077796555,2.2744227367955223,-0.5317349351495786,3.1373813809499893,3.805716640406284,4.181995048184322
01-08,0.81535922084054,2.2086070621463603,-0.3100599373704216,3.083891226209822,3.7779682161867623,4.1609756057022045
01-09,0.7978112642044557,2.1139974481032584,-0.0668697880761128,3.0400868512058796,3.7988677424319257,4.26775489255321
01-10,0.7951663378714012,2.076254500726823,0.03567187636971093,2.964607222132977,3.7814147380146554,4.37822341183748
01-11,0.8138183812353165,1.9669357957746307,0.1140680862700803,2.931445926313899,3.764341024687252,4.434824514414824
01-12,0.834003757932565,1.8818049696103167,0.2545552052613582,2.9297622689164027,3.7575996623346017,4.535313330644881
01-13,0.8830739831146626,1.7936802040520634,0.3801029303132429,2.857761095642762,3.788670015381796,4.686478853067479
01-14,1.0087563295088808,1.7155918021301735,0.4109718674863394,2.8119455069807913,3.763078046104446,4.788784509440721
01-15,1.094087160751584,1.6540306729355563,0.39668322890186,2.762582316474157,3.8093955718961996,4.831571268121382
01-16,1.2019695071458023,1.593978634650031,0.5043339842567746,2.754485789541603,3.7552109512970056,4.8525284260985355
01-17,1.2923245808127481,1.5151568993948084,0.5198271638541133,2.735839080755739,3.7468590340515893,4.7804687274030675
01-18,1.3675523817524209,1.4116745580789796,0.583738525269634,2.6604474148496724,3.7023722672638644,4.762272056039312
01-19,1.3367013948133062,1.346767974338909,0.632752916988185,2.5768220251639833,3.636739694393804,4.7034103189144965
01-20,1.3465110139347969,1.281128057265505,0.6284885208279486,2.460549888853191,3.575127924465619,4.7812026288378675
01-21,1.3202176027532568,1.2286942007981618,0.7440241246677118,2.3670418359032785,3.531015755925318,4.773675813989626
