east,north,up
-0.06515443361256279,-0.24314021134836294,1.7111009274777835
0.040607123084444086,-0.5322814465129027,0.5399713280312287
0.1700566997659927,-0.84821120472316,-0.809844981040408
0.12436544807987022,-0.2124333611219604,-3.5532590579533863
0.14500605859562593,0.08711129851834021,-5.253675695868542
0.3047991675301026,0.17803470578672484,-5.763809095327026
0.1559378805126521,0.19009688598363528,-1.5958454675875322
0.024487174655911787,0.24144190750456163,2.302487518857806
-0.07956160129626466,0.5573369082589437,3.488776997994009
-0.22979700104124418,0.6303669252679988,2.8435071272445014
-0.40239106267391755,-0.05016387014827466,2.5314878538665573
-0.13676647851755272,-0.056662599010987726,2.6251538073961305
