month_day,east,north,up
01-01,-0.4817398129353556,-0.5570267557150542,-0.779047100663673
01-02,-0.6322806338396532,-0.9718763781022769,0.7819559101377667
01-03,-0.5180340297406408,-0.35017599571409364,-0.20558629357274633
01-04,-0.26090803716276867,-0.7480487666659135,0.34735512961124726
01-05,-0.5675677588706068,-0.9409215376177327,0.4537965527952397
01-06,-0.5374417662927341,-0.934222879998124,0.16623797597923332
01-07,-0.3144586308577167,-0.9101670795213737,0.12425082773465489
01-08,-0.17768978113699266,-1.3627541361874775,-0.2473077490813514
01-09,-0.1231352171305465,-1.2436983357107292,-0.37058061161164474
01-10,-0.25600922455266584,-0.9898568209482647,-0.17513918842764958
01-11,-0.29095466054621816,-1.4610867347572278,-1.4091263366722289
01-12,0.012599903460215651,-1.0074595057090494,1.746172229368907
01-13,0.1939401817523689,-1.593189419518015,1.5786136525529024
01-14,0.17763760290167493,-1.1840621904698334,2.006555075736895
01-15,-0.38459354737759405,-0.8635063899930786,1.4614964989208892
01-16,-0.30039612622828826,-1.4402363038020416,0.30508077924773896
01-17,-0.39805584793613086,-0.9772519318967176,1.0015936310031577
01-18,0.22485585892745366,-1.3824104171342537,-0.7251792315271306
01-19,0.013124708648186965,-1.126926045228933,0.9391907630854354
01-20,-0.11453501305965778,-1.2269416733236123,0.464632186269426
01-21,0.09380526523249953,-0.38760015856114627,1.9870021808819929
01-22,0.18028840066751325,-0.8027586437986786,1.086657889780269
01-23,0.03977153610252669,-0.9409885576076454,-0.057186401321447686
01-24,0.03468324296611262,-0.48364704284517984,0.6807550218625446
01-25,0.19852352125827824,-0.17080552808271168,1.4390535879036777
01-26,-0.06520762902099365,-0.4903925847488172,1.4711378682305314
01-27,-0.4897244935859812,-0.5952653557006382,2.154365005700238
01-28,-0.34931278672239124,-0.48113812665245803,1.618592143169945
01-29,-0.5149725084302348,-0.8373680404614218,0.17610499492536796
01-30,0.24665348414763905,-0.5770979542703876,1.5124035609664994
01-31,-0.2527205232744925,-0.5545421537936372,1.4038449841504963
02-01,-0.6192373878394639,-0.6854863533168872,-0.0462850212369378
02-02,-0.20768282383302708,-0.5184305528401344,0.9585849733756253
02-03,-0.29769968839801664,-1.227874752363384,0.10466925370247766
02-04,-0.4565736958201439,-0.5616760947437714,0.2949678197436127
02-05,-0.28159056038512426,-0.5210488656955926,0.5128378143561803
02-06,0.13246400362131996,-1.0097787795045543,-0.5326493338883991
02-07,-0.1738385752293777,-0.889794407599233,0.04179208929559243
02-08,0.09807313163420517,-0.872595749979625,1.597519226765302
02-09,-0.255229447216485,-0.9633970923600182,1.0038177928064382
02-10,-0.35667488321004825,-1.3539127204546941,1.197044930276148
02-11,-0.31426317634645934,-1.3582854914065177,0.4062006391744247
02-12,-0.23620861234001161,-1.4763725480726217,0.7914277766441309
02-13,-0.5754397626192872,-1.0566024618815857,1.0412977712566982
02-14,-0.25609948432712926,-0.9489752328334041,0.2603106230121209
02-15,-0.20397349174924223,-0.8256337180709394,0.41782347476753884
02-16,-0.31741892774280495,-0.76843506045133,2.1366934693801065
02-17,-0.04772150659350568,-0.8259506885460076,2.9049920354212415
02-18,-0.15095265687277606,-0.7878234594978297,1.1832191728909522
02-19,-0.4048980928663331,-0.6846962304496481,2.3508748817892307
02-20,-0.720772100288462,-0.37714042997290037,1.845744876401793
02-21,-0.5747889648534402,-0.1260132009247208,3.2892577281572195
02-22,-0.7947344008470024,-0.5794574004479698,2.6611277227697814
02-23,-0.8146798368405582,-0.4872587428283592,3.826640574525204
02-24,-0.45826812997696614,-0.47491722806589387,2.2281534262806253
02-25,-0.5794992802562378,-0.5780757133034269,1.1282377066074754
02-26,-0.29565900196408534,-0.4575199128266783,1.5786077012200415
