month_day,east,north,up,east_sd,north_sd,up_sd
01-01,0.6954533357980397,-1.8073228012963611,-0.32664766889917324,3.635225898902865,2.258177105455193,9.911035736317254
01-02,0.7221661744825881,-1.8344417430012017,-0.38631822470271915,3.6025565518540854,2.2067375798271156,9.64966221664012
01-03,1.1560432367810316,-1.8744154072776957,-3.8247253221054356,3.681077326915763,2.6574133243341738,7.337491544229882
01-04,0.7691079115472553,-1.8149762553115407,-0.4619670686652599,3.539405603184919,2.1762639945149798,9.609310343145273
01-05,0.7650922954076832,-1.7702433672135196,-0.5653486756355781,3.903788973970796,2.4522870466098614,10.374346300366264
01-06,0.6242344759069944,-1.7341957865048843,-0.530933475021505,3.565306860205176,2.2121034707397755,9.234809356877765
01-07,0.5988806479248756,-1.7327623472573437,-0.391232602253622,3.525579480709705,2.0652891319966793,8.8801593357432
01-08,0.599622058037995,-1.5372146222955176,-0.45931268186669133,3.5636037324393968,2.1121056959033697,8.619700844454243
01-09,0.6039920395796864,-1.3635907068575015,-0.4999927614797612,3.5339216374063125,2.1101299541363905,8.617472862950015
01-10,0.5587715449309012,-1.1401382199909134,-0.7611014125214025,3.5287134013690316,2.2166692373760055,9.011204331451998
01-11,0.5549224788535446,-1.0604857331243258,-0.9376957778487576,3.497096873696957,2.4602484097891755,9.134685110066036
01-12,0.2571066865371963,-0.6910766010012214,-0.786650352586992,3.615218255436088,2.722057338774785,9.988786853755613
01-13,0.6789728527370932,-0.8764481214605261,-1.0133288508716691,3.416454128130261,2.728349726760245,9.195600293414598
01-14,0.7216952152311651,-0.771681348879652,-1.0151422638180714,3.310785325284789,2.850560539000779,9.44906933302634
01-15,0.7015223396299991,-0.702790766774969,-0.9584318672406652,3.1696641414606335,3.0429457360019896,9.606097718847035
01-16,0.6943589878383568,-0.5757858989560001,-1.1522928992346873,3.075997878071134,3.2570334412013593,9.795779705240871
01-17,0.6837194455705236,-0.46183817399417354,-1.1689825026572804,2.9779141123135684,3.547561307536935,9.992712536420095
01-18,0.6759370461598339,-0.3105285442704425,-1.1053292489370168,2.9369011804897673,3.7918841726478876,10.151605169480305
01-19,0.7115070277015249,-0.1686855812133781,-1.2487426618834194,2.990956980243648,4.110286949832375,10.29054272669189
01-20,0.748915104481311,-0.0396902372039324,-1.1315084557822044,3.011652729847341,4.311650084137317,10.566515282235228
01-21,0.7891708003087166,0.14294320204360847,-1.07345520206194,3.003899311532641,4.555487684792488,10.596819669131461
01-22,0.7846074485170744,0.27986235557686306,-1.2053924245321517,3.035934284921479,4.751675404535448,10.671335581391288
01-23,0.8077869538682892,0.21747674720535595,-1.1377201231928404,3.0543311437237306,4.7586883706713365,10.655210739795207
01-24,0.7948616973147419,0.22872923407194432,-1.1916382980440061,3.050732709761844,4.717713701124703,10.503050150583183
01-25,0.8004792979040518,0.17470553046234244,-0.966108853847551,3.0883758867513498,4.683239618183545,10.287998834769315
01-26,0.8258683270647902,0.18178658875750234,-0.6797508382225258,3.135836123405328,4.684022041058524,10.048350966489561
01-27,0.830800213368386,0.23175336133837657,-0.3571071083117851,3.1869542869207885,4.69853373874937,9.96196169956533
01-28,0.8372654330053152,0.22695822915734506,-0.169091949829617,3.181101485607284,4.693369780913604,9.760422694282463
01-29,0.7845306526422442,0.20668690650012347,-0.17127679134744841,3.238532073826613,4.7031669010347965,9.428514346214364
01-30,0.8125387294220304,0.22954891717623557,-0.2838806804843276,3.344386200958136,4.667613222937458,9.279128829096358
01-31,0.8654039490589597,0.27591568975710956,-0.01842742676406444,3.40030609098641,4.674478325221986,9.206543594841252
02-01,0.8453929782196984,0.22720627186179257,0.25671154124191425,3.52351777727987,4.591665811669058,8.855035322957352
02-02,0.8571343883328176,0.24381113968076143,0.20380289020027245,3.5511930901569935,4.567508582955521,8.77074477613924
02-03,0.8697615127316516,0.22032076940449258,0.5830370963014891,3.5479283536585333,4.521415528242327,8.335664747838678
02-04,0.8771886371304853,0.20888754198536574,0.8245665404979435,3.5206764644769297,4.5154838849592025,7.796495301781885
02-05,0.9032252853388424,0.1287305050424296,0.9484483656467783,3.4924989730255076,4.577970810998374,7.320475677829715
02-06,0.8995952668805333,0.07797346809949447,1.0513492384146612,3.4989643096790926,4.630085609656246,7.247014296552974
02-07,0.9063652484222244,0.09871166925179661,1.105297730230163,3.4677801852570225,4.684252035441303,7.338074821687505
02-08,0.9280876109162967,0.10321177516600345,1.371093841093284,3.4712068733946304,4.652021398560446,7.1367336306396805
02-09,0.9634480686484637,0.10338807155640138,1.533642332908786,3.4180027348036974,4.61891658645473,6.93986757422635
02-10,0.9628180501901548,0.038888177470608146,1.8293527294861924,3.359777420544606,4.538446191231353,6.9090707829733615
02-11,0.9528166031604167,-0.053468859472327476,1.9655774117778846,3.2762896760424285,4.450036426584054,6.857266899725806
02-12,0.9640818227973459,-0.12100684879621479,2.1851735226410054,3.240832393120824,4.438179892269355,6.946273302080379
02-13,0.9921279948152274,-0.16315436192962757,2.6925124906469833,3.188686485203284,4.41805100200437,6.998191232764958
02-14,0.9443932144521566,-0.2197875893487536,3.0586419348434375,3.1325435471058456,4.343897643331071,7.026586441703039
02-15,0.8869060531367049,-0.2710779596250225,3.0738856647541786,3.0715667512160327,4.307826194724533,6.703906335626213
02-16,0.8809807965831574,-0.24601594894891018,3.530415108950632,2.9602590489652605,4.358949347980435,6.629046623577148
02-17,0.8497698257438958,-0.3041253668442267,3.906220743623277,2.9420947052683,4.377610988715445,6.539042852182341
02-18,0.888292188237968,-0.31286335616811506,4.011559711629255,2.9050112503483856,4.336392862237213,6.737769874238307
