east,north,up
0.06313894261510059,0.4940274947808918,1.5330270216131652
-0.529318326904972,0.7068189769297969,0.2694220397034782
-1.2892629875214863,1.257686133126389,-2.0649521216717184
-1.811127119742443,2.0189918687486395,-5.943834795709332
-2.2799966283074866,1.9298442710375565,-6.633608222435117
-1.3326817282703785,-0.32410182129718185,-5.4945453050748805
0.03002779542264278,-1.9998233975028887,-1.2401223877146446
1.5872132082177093,-1.6779314195829347,3.6001278189078723
1.952166756237916,-1.4707596980462116,4.760664894723065
1.6027307276337721,-0.3860427014268931,3.2445486722983548
0.8802954810433141,-0.2354861153647605,3.8504925671756975
0.5805722727532441,-0.10275125919341874,2.4506141244856607
