 % Time         East      North      Up    East_error North_error Up_error 
 % year          mm        mm        mm        mm        mm        mm 
 2008.504753   19.5070  -28.4440  -16.1790    1.3120    1.5880    9.0230 
 2008.506493   18.7500  -28.2910   -8.1110    0.6960    0.8580    4.7380 
 2008.509231   17.6390  -27.7280    0.1570    0.7290    0.9010    5.0710 
 2008.511969   18.2580  -27.7340   -6.5030    0.7210    0.8880    4.9820 
 2008.514706   18.4660  -28.6800   -6.4090    0.7450    0.9310    5.2280 
 2008.517444   18.1870  -27.5570   -0.8640    0.7100    0.8620    4.8330 
 2008.520182   20.6370  -29.3690    7.7920    0.7030    0.8590    4.7920 
 2008.522920   19.0530  -25.6600  -10.5320    0.7790    0.9430    5.6050 
 2008.525658   18.4990  -28.8640   -7.5290    0.7190    0.9050    5.1030 
 2008.528396   17.4980  -24.3140   -4.5110    0.7180    0.9000    5.0810 
 2008.531134   18.3210  -25.9300   -7.3470    0.7190    0.9180    5.0860 
 2008.533871   18.4760  -24.7120   -0.3180    0.7200    0.8870    4.9220 
 2008.536609   19.3990  -27.5570   -2.5510    0.7320    0.9070    5.0070 
 2008.539347   18.8170  -27.9180   -1.3470    0.7120    0.8870    4.9520 
 2008.542085   18.0080  -27.0720   -9.5490    0.7320    0.9310    5.1940 
 2008.544823   17.8790  -27.4270   -0.5500    0.7420    0.9220    5.1180 
 2008.547561   18.3420  -26.0790   -4.3910    0.7350    0.8860    4.9240 
 2008.550299   18.6680  -25.8520   -3.1120    0.7190    0.8940    4.9860 
 2008.553036   19.9390  -25.7030   -4.5500    0.7090    0.8920    4.9650 
 2008.555774   18.2680  -26.1740   -0.6460    0.7250    0.8880    5.0510 
 2008.558512   18.6730  -27.3160   -5.0020    0.7480    0.9420    5.2700 
 2008.561250   18.1200  -26.6130   -1.5020    0.7470    0.9410    5.5110 
 2008.563988   17.8790  -27.6500   -1.6410    0.7150    0.8860    5.0480 
 2008.566726   18.4140  -28.8470   -2.5720    0.6880    0.8400    4.6410 
 2008.569463   18.4410  -28.4950   -2.7840    0.7200    0.9120    5.1410 
 2008.572201   17.4590  -28.6810  -10.2160    0.7040    0.8780    4.8900 
 2008.574939   16.7960  -26.6950   -3.3430    0.6990    0.8550    4.7440 
 2008.577677   17.6040  -27.3450   -4.9530    0.6910    0.8580    4.7430 
 2008.580415   17.2110  -27.1950    5.3620    0.7330    0.9010    5.1410 
 2008.583153   17.6480  -27.9850  -15.0720    0.7030    0.8570    4.7820 
 2008.585891   17.1920  -27.7120  -10.8030    0.7120    0.8930    4.9890 
 2008.588628   17.4820  -26.7560   -7.0900    0.7340    0.8840    4.9530 
 2008.591366   18.4470  -28.4080   -4.6920    0.7170    0.8890    5.0710 
 2008.594104   17.0090  -28.7570   -4.2780    0.7110    0.8890    4.9670 
 2008.596842   17.9970  -28.1260   -6.0280    0.7210    0.8910    5.0180 
 2008.599580   16.7340  -29.8740   -3.0260    0.7570    0.9260    5.1950 
 2008.602318   18.9830  -30.3060   -9.7650    0.7560    0.9360    5.1930 
 2008.605056   18.1290  -28.3680  -10.5350    0.7480    0.9470    5.2420 
 2008.607793   17.0540  -27.4180   -9.8830    0.7450    0.9490    5.3370 
 2008.610531   16.9670  -26.4820   -0.7420    0.7450    0.9260    5.1460 
 2008.613269   17.1450  -26.6530   -1.0590    0.7230    0.9050    5.0810 
 2008.616007   16.6330  -26.1160   -4.4770    0.7240    0.8960    4.9840 
 2008.618745   17.6040  -27.3770    2.5120    0.7180    0.9030    5.0740 
 2008.621483   18.1750  -26.3990    2.2620    0.7180    0.8960    4.9950 
 2008.624220   18.0610  -24.9690    1.6230    0.7110    0.8750    4.8630 
 2008.626958   18.5290  -25.7420    4.0940    0.7320    0.8920    5.0600 
 2008.629696   18.9890  -27.2520   -0.3030    0.7130    0.8970    5.0240 
 2008.632434   18.2100  -26.6680    3.2280    0.7260    0.9170    5.0810 
 2008.635172   17.7200  -26.6390   -0.0530    0.7080    0.9050    5.0140 
 2008.637910   17.1890  -26.8590    1.8030    0.7040    0.8790    4.8720 
 2008.640648   18.4100  -25.8060    1.6250    0.7200    0.8970    5.1040 
 2008.643385   17.4960  -25.2740    1.6670    0.7140    0.8930    4.9610 
 2008.646123   16.9880  -26.6860    6.4090    0.7110    0.8850    4.9370 
 2008.648861   16.6540  -26.6300    6.4950    0.7230    0.8920    5.0100 
 2008.651599   17.4710  -25.8400   -1.3690    0.7310    0.9010    5.0880 
 2008.654337   16.7670  -25.1270    3.5600    0.7470    0.9140    5.0610 
 2008.657075   16.6580  -26.2170   -0.9580    0.7170    0.8780    4.9080 
 2008.659813   15.9960  -25.4630    0.8070    0.7250    0.8900    4.9200 
 2008.662550   16.6470  -27.5400    1.4840    0.7290    0.9080    5.0590 
 2008.665288   15.2900  -26.3130   -1.0540    0.7070    0.8530    4.6870 
 2008.668026   15.9230  -26.6100   -4.6480    0.7360    0.9280    5.1400 
 2008.670764   14.3520  -25.9380   -1.9900    0.7400    0.9080    5.1450 
 2008.673502   16.3180  -24.4550    0.8270    0.7370    0.9030    5.0270 
 2008.676240   16.5010  -23.6510    3.2500    0.7440    0.9040    5.0410 
 2008.678977   15.7640  -24.7920    4.2050    0.7480    0.9350    5.2530 
 2008.681715   16.5070  -25.4260    3.6560    0.7730    0.9610    5.4000 
 2008.684453   17.1230  -26.0000    2.8290    0.7620    0.9260    5.2520 
 2008.687191   16.4630  -25.4310   -1.4360    0.7190    0.8960    4.9660 
 2008.689929   15.9490  -25.9440   -1.2380    0.7320    0.8870    4.9010 
 2008.692667   16.4950  -25.9700    0.2730    0.7360    0.8970    5.0520 
 2008.695405   15.0030  -26.1270    0.6890    0.7240    0.8780    4.8770 
 2008.698142   18.0000  -25.8970    3.9330    0.7330    0.9130    5.1610 
 2008.700880   17.4550  -24.2480   -0.6920    0.7330    0.8950    5.0010 
 2008.703618   16.9220  -25.2700   -3.7090    0.7200    0.8810    4.8880 
 2008.706356   17.5580  -24.8300    2.3090    0.7250    0.8830    4.8920 
 2008.709094   17.3530  -25.8510   -0.6340    0.7510    0.8870    4.9960 
 2008.711832   18.0740  -25.2880   -1.0660    0.7520    0.9260    5.2010 
 2008.714570   18.2690  -23.0410   -1.0710    0.7130    0.8660    4.8840 
 2008.717307   17.3080  -25.6190   -3.9520    0.7270    0.8780    4.9610 
 2008.720045   17.3100  -25.8910   -4.5770    0.7060    0.8810    4.8760 
 2008.722783   16.7360  -24.5560   -4.4190    0.7170    0.8770    4.9360 
 2008.725521   17.5710  -24.0320   -7.7750    0.7060    0.8730    4.8290 
 2008.728259   16.8930  -23.2620   -7.0470    0.7120    0.8830    4.9680 
 2008.730997   17.2190  -23.4450  -10.5130    0.7230    0.8890    4.9970 
 2008.733735   17.1020  -22.9070   -6.0460    0.7050    0.8670    4.8230 
 2008.736472   17.1450  -24.0590  -11.5310    0.7080    0.8730    4.8330 
 2008.739210   16.5180  -23.4870   -6.3430    0.7120    0.8820    4.9250 
 2008.741948   15.9070  -24.5310   -4.3910    0.6980    0.8670    4.7780 
 2008.744686   16.0530  -24.5480   -4.5090    0.7460    0.9050    5.2110 
 2008.747424   15.2320  -24.6980   -9.8150    0.7210    0.9230    5.1620 
 2008.750162   15.1800  -24.0510   -7.2650    0.7260    0.8930    5.0480 
 2008.752899   16.0590  -22.8270  -10.3790    0.7300    0.9200    5.1700 
 2008.755637   15.2710  -21.9840   -0.0640    0.7270    0.9110    5.1690 
 2008.758375   15.5370  -22.7930   -0.4940    0.7280    0.8990    4.9830 
 2008.761113   16.3890  -22.9510   -4.2030    0.7160    0.9060    5.1060 
 2008.763851   16.1920  -21.2520   -1.9130    0.7110    0.8770    4.8840 
 2008.766589   16.1770  -23.0800   -3.6180    0.7310    0.8780    4.9530 
 2008.769327   15.0540  -22.6810   -3.7970    0.7360    0.9110    5.1520 
 2008.772064   17.6230  -19.9230    2.4380    0.7090    0.8580    4.8240 
 2008.774802   16.0550  -21.9310   -1.5220    0.6900    0.8550    4.7260 
 2008.777540   16.1720  -21.8950   -4.2870    0.7150    0.8910    4.8860 
 2008.780278   16.1980  -22.0330   -5.3160    0.7090    0.8630    4.8250 
 2008.783016   16.1650  -21.9350   -8.1730    0.7010    0.8710    4.8570 
 2008.785754   15.8870  -22.1030   -4.1670    0.7280    0.9080    5.2000 
 2008.788492   16.2560  -21.9250   -7.4990    0.6960    0.8670    4.7900 
 2008.791229   16.2140  -21.9660   -0.7800    0.7060    0.8390    4.7450 
 2008.793967   15.0180  -22.2420   -3.7150    0.7200    0.8810    4.9900 
 2008.796705   15.1320  -21.1110   -3.2610    0.7040    0.8710    4.8660 
 2008.799443   14.8840  -21.9460   -0.3330    0.7100    0.8710    4.8820 
 2008.802181   16.2280  -21.7110    1.9550    0.7250    0.8840    5.0030 
 2008.804919   14.6280  -22.0120   -0.4660    0.7140    0.8640    4.8660 
 2008.807656   14.5080  -21.0180   -5.9340    0.7300    0.8950    5.0590 
 2008.810394   16.2410  -21.0130    0.4160    0.7060    0.8510    4.8200 
 2008.813132   16.0400  -21.0140   -9.2280    0.7050    0.8620    4.8330 
 2008.815870   15.3840  -22.0670    2.7200    0.7180    0.8810    4.9330 
 2008.818608   14.9560  -22.8450  -11.3410    0.7270    0.8780    5.0360 
 2008.821346   14.6210  -23.4240   -7.3740    0.7060    0.8730    4.8740 
 2008.824084   15.2810  -24.2480   -3.2120    0.7730    0.9170    5.1880 
 2008.826821   16.1870  -22.8520   -5.7400    0.7720    0.9240    5.3010 
 2008.829559   14.5820  -21.7960   -2.2880    0.7260    0.8930    5.1160 
