 % Time         East      North      Up    East_error North_error Up_error 
 % year          mm        mm        mm        mm        mm        mm 
 2007.644868   39.8060  -39.4840  -17.8360    0.9500    1.4000    4.4700 
 2007.646808   37.7240  -38.1600  -23.4790    0.6490    0.9210    3.0990 
 2007.649546   38.1030  -38.3030  -30.0740    0.6570    0.9150    3.1900 
 2007.652283   38.6160  -39.3500  -29.2400    0.7040    1.0150    3.3520 
 2007.655021   38.9740  -41.0330  -32.9550    0.6340    0.9080    3.0000 
 2007.657759   39.0360  -37.7510  -31.7740    0.6640    0.9280    3.1030 
 2007.660497   38.8020  -40.0100  -35.4750    0.6370    0.8790    2.9710 
 2007.663235   39.5590  -41.5440  -24.9250    0.6470    0.9010    3.0930 
 2007.665973   41.4200  -41.3460  -26.3520    0.6710    0.9410    3.2370 
 2007.668720   39.6210  -37.8930  -21.7160    0.7040    1.0260    3.2940 
 2007.671448   41.1160  -40.5980  -27.8670    0.6430    0.8950    3.0130 
 2007.674186   40.9340  -40.2920  -18.3090    0.6280    0.8940    2.9810 
 2007.676924   39.2280  -39.5430  -18.1370    0.6540    0.9200    3.1000 
 2007.679662   38.7530  -42.0950  -20.8380    0.7260    0.9970    3.4070 
 2007.682400   39.3920  -37.9140  -20.3800    0.6400    0.8880    2.9890 
 2007.685138   38.2570  -37.6930  -26.0040    0.6340    0.9200    3.0920 
 2007.687876   38.6600  -39.1000  -14.6480    0.6470    0.9200    3.2160 
 2007.690613   40.5360  -42.0360  -23.1470    0.6430    0.9360    3.1150 
 2007.693351   39.0430  -39.8510  -25.2660    0.6270    0.8980    3.0080 
 2007.696089   39.9340  -40.4320  -24.4310    0.6350    0.8860    3.0040 
 2007.698827   39.7950  -38.7900  -24.7390    0.6140    0.8720    2.8880 
 2007.701565   40.5540  -40.7890  -22.0390    0.6530    0.9020    3.1230 
 2007.704303   39.4340  -41.1370  -24.8230    0.6330    0.9180    3.0530 
 2007.707040   40.1180  -37.7730  -19.5850    0.6340    0.8880    3.0060 
 2007.709778   39.3820  -40.2220  -20.1930    0.6290    0.8800    3.0030 
 2007.712526   40.0610  -37.6790  -17.1690    0.6240    0.8820    3.0530 
 2007.715254   39.0130  -39.1420  -18.1420    0.5950    0.8460    2.7580 
 2007.717992   38.3950  -37.0310  -14.2640    0.6350    0.8960    2.9630 
 2007.720730   38.6280  -37.6540  -18.9550    0.6210    0.8940    2.8970 
 2007.723468   39.0670  -37.8410  -22.0200    0.6370    0.9180    2.9930 
 2007.726205   38.7940  -37.5460  -22.2850    0.6130    0.9000    2.9330 
 2007.728943   39.0720  -38.6510  -25.1800    0.6700    0.9430    3.0510 
 2007.731681   39.3700  -40.0710  -25.6950    0.6170    0.8770    2.8340 
 2007.734419   40.5410  -38.4060  -29.1470    0.6040    0.8850    2.8720 
 2007.737157   39.7070  -40.3190  -32.3040    0.6450    0.9300    2.9790 
