 % Time         East      North      Up    East_error North_error Up_error 
 % year          mm        mm        mm        mm        mm        mm 
 2006.087231   79.2570  -50.2810  -39.5730    1.3340    1.8870    6.6500 
 2006.088971   78.8180  -45.6690  -41.8160    0.7400    1.0530    3.8490 
 2006.091708   79.0830  -47.0590  -43.9610    0.7240    1.0440    3.7220 
 2006.094446   79.7760  -47.2450  -45.9470    0.7080    1.0420    3.7070 
 2006.097184   78.6650  -47.8000  -42.5320    0.7040    1.0210    3.6070 
 2006.099922   78.7280  -47.2770  -44.2960    0.7750    1.1510    4.1820 
 2006.102660   77.4770  -46.3560  -40.5490    0.7170    1.0440    3.6770 
 2006.105398   79.5570  -46.8910  -39.9070    0.7370    1.0700    3.7670 
 2006.108136   76.5420  -48.5330  -38.5110    0.7120    1.0200    3.5650 
 2006.110873   76.4690  -47.3910  -38.5330    0.7300    1.0650    3.8660 
 2006.113611   76.2880  -46.7430  -44.2200    0.7000    1.0440    3.6680 
 2006.116349   76.9280  -45.0330  -45.8350    0.7050    1.0400    3.6660 
 2006.119087   75.9830  -43.7420  -41.4480    0.7040    1.0320    3.6480 
 2006.121825   75.6910  -44.2870  -38.9880    0.6940    1.0140    3.5940 
 2006.124563   75.0820  -44.8570  -41.9630    0.7150    1.0640    3.7940 
 2006.127301   73.7270  -46.0300  -41.5060    0.7490    1.0960    3.8750 
 2006.130038   74.5640  -46.1350  -43.2170    0.7060    1.0320    3.6580 
 2006.132776   74.8680  -45.3980  -44.3750    0.6840    1.0240    3.5920 
 2006.135514   75.8110  -43.7680  -43.2740    0.7180    1.0680    3.8320 
 2006.138252   75.0020  -43.8110  -41.2590    0.8220    1.1790    4.2690 
 2006.140990   75.5510  -46.1500  -43.1490    0.8730    1.2020    4.4490 
 2006.143728   75.5590  -43.7690  -42.5630    0.7980    1.1590    4.2030 
 2006.146466   75.1670  -45.9790  -53.7170    0.7210    1.0900    3.8170 
 2006.149203   73.8300  -46.5840  -57.4770    0.7410    1.1370    3.9440 
 2006.151941   75.5850  -43.3010  -53.2540    0.7190    1.0660    3.7410 
 2006.154679   73.4490  -42.9550  -51.5290    0.7520    1.1190    3.9330 
 2006.157417   74.6020  -45.0660  -51.6980    0.6930    1.0360    3.6740 
 2006.160155   74.6150  -45.9120  -49.8950    0.7170    1.0770    3.8100 
 2006.162893   74.3910  -45.7810  -50.1120    0.7320    1.1010    3.8090 
 2006.165630   75.3230  -47.1320  -54.0120    0.7020    1.0670    3.7630 
 2006.168368   74.8320  -46.1780  -52.2890    0.7320    1.0590    3.7440 
 2006.171106   74.9680  -45.9220  -44.8660    0.6920    1.0190    3.5980 
 2006.173844   72.8290  -46.4680  -42.9800    0.6820    1.0060    3.5680 
 2006.176582   74.8120  -46.8580  -37.9470    0.7170    1.0650    3.7690 
 2006.179320   73.6790  -45.7920  -36.9270    0.7270    1.0780    3.7570 
 2006.182058   74.3240  -44.7600  -33.3560    0.6920    1.0180    3.5860 
 2006.184795   75.6740  -43.4930  -40.4950    0.6980    1.0200    3.6330 
 2006.187533   75.6960  -42.6350  -40.8810    0.7530    1.0910    3.8550 
 2006.190271   74.4350  -43.1790  -48.7110    0.7840    1.1070    3.9350 
 2006.193009   74.9390  -43.0330  -43.2520    0.6970    1.0250    3.5840 
 2006.195747   73.8650  -44.6450  -45.4720    0.7040    1.0430    3.6240 
 2006.198485   74.8270  -44.7860  -47.4210    0.7030    1.0350    3.6200 
 2006.201223   75.5430  -45.1180  -48.0280    0.7420    1.0720    3.7580 
 2006.203960   74.5020  -44.7740  -48.9970    0.7410    1.1120    3.9440 
 2006.206698   75.6730  -44.6550  -50.0960    0.7120    1.0560    3.7660 
 2006.209436   74.8390  -44.8380  -51.3170    0.8350    1.2080    4.2160 
 2006.212174   75.1670  -46.0570  -48.1500    0.9380    1.3080    4.7270 
 2006.214912   75.1050  -46.1130  -56.0160    0.8050    1.2150    4.2830 
 2006.217650   74.4380  -44.3090  -50.7860    0.8070    1.1710    4.2840 
 2006.220387   73.3670  -45.9260  -47.2820    0.7740    1.1330    4.0810 
 2006.223125   72.4330  -45.3200  -47.4300    0.7300    1.1020    3.9330 
 2006.225863   72.8440  -44.7380  -43.4690    0.7330    1.0880    3.8980 
 2006.228601   74.3550  -45.3370  -48.3730    0.7290    1.0820    3.9480 
 2006.231339   74.3040  -45.9280  -51.6750    0.7320    1.0930    3.9660 
 2006.234077   73.3970  -45.2020  -50.8470    0.7320    1.0960    3.9660 
 2006.236815   74.5410  -46.4970  -48.7330    0.7000    1.0390    3.6640 
 2006.239552   74.4140  -45.6100  -50.3360    0.6940    1.0350    3.6840 
