 % Time         East      North      Up    East_error North_error Up_error 
 % year          mm        mm        mm        mm        mm        mm 
 2007.637045   49.6050  -24.0480  -53.7550    1.7340    2.0910    9.8140 
 2007.638594   48.4010  -20.9630  -43.0310    0.5970    0.7760    3.4870 
 2007.641332   49.1630  -21.3070  -43.7600    0.6110    0.8040    3.6200 
 2007.644070   48.6870  -20.6380  -48.2570    0.6110    0.7940    3.5730 
 2007.646808   48.3660  -21.7470  -48.3620    0.6070    0.7920    3.6070 
 2007.649603   48.3310  -20.1030  -44.7680    0.6230    0.8160    3.6630 
 2007.652283   48.9130  -20.1790  -40.9680    0.6220    0.8290    3.7690 
 2007.655021   49.5730  -21.2120  -49.9830    0.6030    0.7930    3.6090 
 2007.657759   48.9980  -21.0410  -49.8370    0.6220    0.8130    3.6820 
 2007.660497   47.6550  -20.9700  -43.8650    0.5990    0.7950    3.5730 
 2007.663235   47.7970  -21.8890  -44.7780    0.6040    0.8010    3.6260 
 2007.665973   49.2180  -20.1650  -50.1060    0.6170    0.8070    3.6530 
 2007.668711   48.8570  -18.9340  -45.8210    0.6200    0.8100    3.6580 
 2007.671448   47.4490  -20.4390  -42.1650    0.6050    0.7880    3.6050 
 2007.674186   48.7760  -21.6150  -44.7370    0.5950    0.7980    3.5800 
 2007.676525   49.1800  -20.9710  -40.6110    0.7110    0.9490    4.2280 
 2007.680803   50.2440  -22.3200  -44.5760    1.5570    1.9670    9.3300 
 2007.682400   48.1550  -20.0160  -39.0280    0.6010    0.8020    3.6180 
 2007.685138   46.9940  -20.4310  -39.6400    0.6110    0.8080    3.6560 
 2007.687876   47.7210  -20.0800  -40.1820    0.6070    0.7990    3.6160 
 2007.690613   48.5450  -20.2710  -38.6690    0.5940    0.7950    3.5540 
 2007.693351   49.8480  -18.3620  -37.8560    0.5990    0.7860    3.5690 
 2007.696089   49.7810  -20.4460  -38.7450    0.5990    0.7830    3.5360 
 2007.698827   49.1330  -19.6180  -38.5220    0.5920    0.7710    3.4690 
 2007.701565   47.8120  -21.1010  -41.1200    0.6070    0.7950    3.5890 
 2007.704303   48.3300  -22.0430  -42.8770    0.5990    0.8130    3.6640 
 2007.707040   47.5480  -20.0200  -44.8940    0.5960    0.7870    3.5500 
 2007.709778   46.6530  -21.4990  -40.7750    0.6060    0.7900    3.6050 
 2007.712516   45.4190  -19.2310  -39.1930    0.5840    0.7760    3.5190 
 2007.715254   46.4750  -20.3420  -38.2340    0.5830    0.7760    3.5100 
 2007.717992   47.3280  -20.5900  -38.4720    0.5800    0.7700    3.4500 
 2007.720730   47.5560  -21.3080  -41.2420    0.5890    0.7940    3.5760 
 2007.723468   47.5150  -19.5460  -39.1460    0.5910    0.7870    3.5650 
 2007.726205   47.1480  -19.9780  -40.9110    0.5910    0.7920    3.5770 
 2007.728943   48.6590  -19.4670  -41.7400    0.6000    0.7940    3.5760 
 2007.731681   47.7990  -19.3870  -41.3110    0.5940    0.7840    3.5290 
 2007.734419   47.1120  -18.5100  -37.6550    0.5790    0.7740    3.4840 
 2007.737157   46.8520  -19.1200  -38.5900    0.6090    0.8250    3.6740 
 2007.739952   46.4440  -19.2960  -40.7780    0.5990    0.8010    3.5710 
 2007.742633   46.2380  -20.9480  -40.1180    0.5800    0.7680    3.4490 
 2007.745370   48.2120  -19.8360  -38.4540    0.5800    0.7830    3.4880 
 2007.748108   47.8790  -20.1050  -36.2560    0.5930    0.8070    3.6390 
 2007.750846   46.0890  -20.4450  -37.6990    0.6570    0.8890    3.9520 
 2007.753584   46.3730  -18.8640  -39.9140    0.5980    0.8180    3.6830 
 2007.756322   46.3650  -18.2300  -42.9880    0.6010    0.8030    3.6190 
 2007.759060   46.9650  -18.5420  -43.5840    0.5850    0.7850    3.5510 
 2007.761797   47.6480  -19.5920  -44.4930    0.5820    0.7780    3.5000 
 2007.764535   48.1480  -18.0740  -40.2210    0.5870    0.7710    3.4690 
 2007.767273   46.8590  -18.5220  -45.0970    0.6210    0.8310    3.8310 
 2007.770011   46.9500  -17.8900  -41.6910    0.6270    0.8350    3.8220 
 2007.772749   45.5710  -18.3020  -40.0350    0.6110    0.8100    3.6710 
 2007.775487   44.2410  -18.5680  -45.7330    0.5840    0.7750    3.4880 
 2007.778225   44.7780  -18.7440  -45.4860    0.5960    0.7940    3.6140 
 2007.780962   45.6420  -17.4120  -41.9040    0.5890    0.7690    3.4800 
 2007.783700   45.3050  -18.6700  -38.8150    0.5900    0.7760    3.5390 
 2007.786438   45.3530  -20.0740  -38.2680    0.6140    0.7970    3.5750 
 2007.789176   45.5960  -17.9250  -42.9150    0.5840    0.7700    3.4790 
 2007.791914   44.6840  -17.7310  -41.2250    0.5970    0.7850    3.5550 
 2007.794652   45.6810  -18.0640  -39.9390    0.6280    0.8360    3.7740 
 2007.797390   44.5390  -19.1880  -41.8960    0.6060    0.8210    3.6870 
 2007.800127   45.6250  -18.2210  -39.7390    0.5930    0.7800    3.5420 
 2007.802865   44.6260  -18.3630  -44.4200    0.5800    0.7740    3.4730 
 2007.805603   45.3870  -18.9440  -45.3460    0.6030    0.7900    3.5680 
 2007.808341   44.1510  -18.3510  -42.7830    0.5940    0.7850    3.5510 
