 % Time         East      North      Up    East_error North_error Up_error 
 % year          mm        mm        mm        mm        mm        mm 
 2007.672390   51.8730  -20.1800  -28.4300    1.1360    1.2670    7.6000 
 2007.674186   51.1930  -17.9910  -20.3880    0.6080    0.7060    4.0160 
 2007.676924   51.5340  -18.8830  -17.2670    0.6140    0.7030    4.0310 
 2007.679662   51.4690  -18.0340  -21.1910    0.6090    0.7030    4.0130 
 2007.682400   49.6530  -17.1720  -19.2550    0.6230    0.7290    4.1860 
 2007.685138   48.6960  -17.3540  -17.3380    0.6090    0.7230    4.0690 
 2007.687876   49.6220  -17.0450  -21.6080    0.6140    0.7220    4.0880 
 2007.690613   50.5530  -17.2050  -18.6730    0.6030    0.7140    4.0360 
 2007.693351   50.4360  -15.8390  -17.3000    0.6470    0.7320    4.2080 
 2007.696089   50.9820  -17.5550  -21.1730    0.6040    0.7060    3.9960 
 2007.698827   50.1920  -17.8860  -21.1080    0.6060    0.6980    3.9800 
 2007.701565   48.8180  -19.0000  -17.1370    0.6110    0.7210    4.0760 
 2007.704303   49.6540  -18.8750  -23.0800    0.6170    0.7290    4.1510 
 2007.707040   49.0800  -16.7370  -21.7200    0.6310    0.7270    4.1650 
 2007.709778   49.2280  -16.5080  -20.0120    0.6090    0.7140    4.0550 
 2007.712516   47.2130  -16.8540  -18.4790    0.5980    0.7050    4.0400 
 2007.715254   49.0590  -16.8520  -21.8220    0.5890    0.6980    3.9720 
 2007.717992   48.5720  -16.9930  -15.6320    0.5970    0.7020    4.0490 
 2007.720730   49.0970  -17.9540  -19.5890    0.5860    0.6850    3.8940 
 2007.723468   49.2400  -16.8460  -19.4010    0.5910    0.6860    3.9110 
 2007.726205   49.3640  -17.0760  -23.8360    0.5940    0.6930    3.9660 
 2007.728943   50.6230  -17.7180  -18.3220    0.5990    0.7050    3.9920 
 2007.731681   49.2890  -16.5660  -17.5840    0.6020    0.6920    3.9260 
 2007.734419   48.3680  -15.5830  -14.5970    0.5940    0.6820    3.9230 
 2007.737157   48.6140  -15.9080  -25.0310    0.6020    0.7130    4.0390 
 2007.739895   48.8680  -16.0190  -22.2690    0.5980    0.6930    3.9860 
 2007.742633   48.1100  -17.7300  -20.8950    0.6060    0.6980    4.0530 
