 % Time         East      North      Up    East_error North_error Up_error 
 % year          mm        mm        mm        mm        mm        mm 
 2008.523833   27.7020  -20.2970  -30.4180    1.2510    1.6140    9.2140 
 2008.525658   25.3790  -21.4220  -12.8660    0.6840    0.8270    4.7780 
 2008.528396   24.4310  -19.4610   -7.7900    0.6610    0.7720    4.4750 
 2008.531134   24.1690  -17.6940  -11.7600    0.6780    0.7950    4.6710 
 2008.533871   24.5790  -16.6620   -8.4750    0.6790    0.7830    4.6140 
 2008.536609   25.6560  -17.4580   -3.3530    0.6870    0.8040    4.7740 
 2008.539347   25.4310  -19.1500  -12.7830    0.6750    0.8030    4.7080 
 2008.542085   24.2930  -19.7630  -10.2690    0.6910    0.8150    4.8170 
 2008.544823   25.5970  -17.5090  -10.6490    0.7230    0.8320    4.9430 
 2008.547561   25.5100  -19.4670   -9.4900    0.7250    0.8210    4.8350 
 2008.550299   25.1170  -16.6650  -10.4140    0.6980    0.8090    4.7720 
 2008.553036   25.2650  -18.0240  -13.8010    0.6690    0.7990    4.6280 
 2008.555774   24.7280  -18.3240  -11.9300    0.6800    0.8060    4.7610 
 2008.558512   24.9040  -17.3440   -6.8700    0.7140    0.8440    4.9330 
 2008.561250   24.7570  -17.3230    0.6580    0.6860    0.8030    4.7150 
 2008.563988   24.9610  -18.9220   -5.1390    0.6710    0.7920    4.6080 
 2008.566726   24.9830  -20.9030   -9.6640    0.6750    0.8020    4.6790 
 2008.569463   24.3850  -21.2530   -5.8360    0.6740    0.7900    4.6220 
 2008.572201   24.5200  -22.0610  -11.6220    0.6850    0.8110    4.7580 
 2008.574939   23.4560  -19.9170   -9.1850    0.6880    0.8110    4.7700 
 2008.577677   24.5910  -18.4260   -3.1180    0.6980    0.8050    4.8070 
 2008.580415   23.3840  -20.0170   -4.2690    0.6950    0.8230    4.8700 
 2008.583153   22.4250  -15.8500    1.2140    0.6900    0.8210    4.8770 
 2008.585891   24.8530  -19.6210   -8.0550    0.6930    0.7970    4.7690 
 2008.588628   23.4630  -21.3140   -2.6410    0.7380    0.8260    5.0280 
 2008.591366   25.3340  -21.6230  -10.4270    0.6920    0.7940    4.7140 
 2008.594104   24.3060  -21.6840  -10.9040    0.6930    0.7980    4.6690 
