 % Time         East      North      Up    East_error North_error Up_error 
 % year          mm        mm        mm        mm        mm        mm 
 2009.632548    3.5240   -6.9000   -1.3550    0.9490    1.2100    6.2450 
 2009.634487    3.9980   -5.8980   -6.3180    0.6360    0.8100    4.0040 
 2009.637225    3.2280   -7.0040   -7.6130    0.6370    0.8140    4.0180 
 2009.639963    3.7450  -21.5770   21.9210    0.6860    0.8640    4.2590 
 2009.642701   11.4350  -13.8360   17.8090    0.6550    0.8360    4.1510 
 2009.645439    3.1380   -5.4680   -1.4980    0.6180    0.7990    3.8900 
 2009.648177    1.5360   -7.4990   -6.5840    0.6340    0.7900    3.9080 
 2009.650915    1.5050   -6.9830   -3.8430    0.6170    0.7900    3.8780 
 2009.653652    1.6070   -5.4850   -1.4830    0.6340    0.8040    3.9860 
 2009.656390    0.6770   -5.9330   -0.6530    0.6110    0.7840    3.7970 
 2009.659128    1.6800   -6.6590   -1.5090    0.6160    0.7660    3.7520 
 2009.661866    0.8450   -6.2060   -1.3290    0.6460    0.7930    3.9830 
 2009.664604    2.4720   -5.9690   -0.6140    0.6210    0.8020    3.9700 
 2009.667342    3.0360   -5.3470    1.2190    0.6160    0.7830    3.8780 
 2009.670079    2.5810   -5.4870   -0.5090    0.6320    0.7880    3.8840 
 2009.672817    3.0380   -4.9730   -1.6010    0.6160    0.7890    3.8820 
 2009.675555    3.1670   -5.3360   -1.0090    0.6460    0.8170    4.0920 
 2009.678293    3.8160   -6.3050   -5.0490    0.6110    0.7940    3.8900 
 2009.681031    4.7960   -6.6670   -2.5940    0.6190    0.7860    3.8770 
 2009.683769    4.4880   -5.6530   -0.1200    0.6150    0.7690    3.7970 
 2009.686507    3.9710   -5.6270   -1.8240    0.6150    0.7740    3.7980 
 2009.689244    3.8690   -7.6930   -7.4070    0.6070    0.7690    3.7540 
 2009.691982    2.5540   -6.7230   -5.4630    0.6190    0.7860    3.8770 
 2009.694720    2.9890   -6.8190   -1.8240    0.6260    0.7840    3.9020 
 2009.697458    1.3970   -5.3010   -0.1030    0.6200    0.7810    3.8890 
 2009.700196    3.3320   -4.8400    0.4730    0.6450    0.7990    3.8920 
 2009.702934    4.3560   -5.7040   -9.3100    0.6310    0.7790    3.8780 
 2009.705672    3.1760   -5.0060   -6.4980    0.6210    0.8050    3.9760 
 2009.708409    3.3040   -5.2990   -6.9510    0.6260    0.7820    3.9000 
 2009.711147    3.2640   -4.1840   -6.2290    0.6350    0.7930    3.9170 
 2009.713885    5.2600   -4.5390    2.7380    0.6240    0.7750    3.7440 
 2009.716623    5.6910   -4.5110   -1.6030    0.6020    0.7400    3.5700 
 2009.719361    4.9120   -5.0000   -0.3370    0.6220    0.7950    3.9200 
 2009.722099    5.5390   -7.8850   -7.6820    0.6140    0.7640    3.7300 
 2009.724836    7.8520  -10.7400  -11.4940    0.6400    0.8070    3.8960 
 2009.727574    8.3900  -12.4130   -7.9340    0.6160    0.7750    3.7470 
 2009.730312    8.0560  -10.3400   -7.0560    0.6060    0.7620    3.7060 
 2009.733050    7.6010  -11.6710   -7.6620    0.6300    0.7820    3.8460 
 2009.735788    8.8960  -14.7350  -12.7780    0.6340    0.8070    3.9760 
 2009.738526    8.5520  -14.7260  -14.0010    0.6540    0.8160    4.0850 
 2009.741264    5.2050   -9.7920   -4.7970    0.6440    0.7990    3.9280 
 2009.744001    2.7730  -10.3850   -9.5630    0.6490    0.8100    4.0020 
 2009.746739    2.6620   -9.8740   -7.8620    0.6320    0.7880    3.8430 
 2009.749477    3.4310   -8.6220   -6.0070    0.6250    0.7800    3.8230 
 2009.752215    2.4980   -6.7390   -7.9680    0.6180    0.7740    3.8000 
