 % Time         East      North      Up    East_error North_error Up_error 
 % year          mm        mm        mm        mm        mm        mm 
 2006.718676   29.6470  -68.9260   -0.8680    0.5690    0.6620    3.7480 
 2006.721414   30.0900  -70.4870  -10.5890    0.5830    0.6730    3.8010 
 2006.724152   28.7620  -70.2520  -11.9600    0.5770    0.6680    3.7380 
 2006.726890   29.0380  -69.2020   -7.1430    0.5710    0.6490    3.6250 
 2006.729628   29.1180  -69.5200   -8.9170    0.5860    0.6800    3.8520 
 2006.732366   27.8310  -68.5830   -3.9960    0.5980    0.6820    3.8570 
 2006.735103   28.0860  -68.5390  -10.6000    0.5790    0.6540    3.7800 
 2006.737841   28.5590  -69.9630   -4.1940    0.5830    0.6440    3.7180 
 2006.740579   27.6770  -70.0910   -5.0340    0.5780    0.6460    3.6700 
 2006.743317   27.9870  -68.8690   -5.3350    0.5710    0.6530    3.7140 
 2006.746055   28.5780  -70.0440   -7.4500    0.5970    0.6800    3.9060 
 2006.748793   29.0760  -68.4840   -2.5930    0.5770    0.6640    3.8250 
 2006.751531   29.4170  -69.0780   -3.2100    0.5800    0.6740    3.8510 
 2006.754268   28.0130  -67.9550   -8.8120    0.5870    0.6730    3.8830 
 2006.757006   30.5100  -68.8440   -8.7840    0.5720    0.6650    3.7310 
 2006.759744   30.2260  -70.5390   -9.3190    0.5890    0.6550    3.8230 
 2006.762482   28.9510  -69.4750   -3.1380    0.5740    0.6410    3.6610 
 2006.765220   29.1170  -69.7990   -2.2200    0.6100    0.6840    3.9250 
 2006.767958   29.1870  -68.5730   -1.8790    0.6000    0.6830    3.8800 
 2006.770695   29.4830  -69.8460   -6.4920    0.5830    0.6360    3.6730 
 2006.773433   29.6350  -69.8120   -7.5790    0.5920    0.6740    3.8810 
 2006.776171   27.5080  -70.1980   -3.3910    0.5730    0.6350    3.6720 
 2006.778909   29.1730  -68.1210   -3.5080    0.5840    0.6430    3.7510 
 2006.781647   29.3570  -68.4080   -5.5240    0.5880    0.6770    3.9130 
 2006.784385   28.8220  -69.3600  -12.1030    0.5730    0.6510    3.7320 
 2006.787123   30.0330  -67.9480  -14.0380    0.5790    0.6620    3.7820 
 2006.789860   30.1370  -68.3920  -14.2250    0.5740    0.6470    3.7520 
 2006.792598   28.2890  -67.5330  -12.8120    0.5750    0.6330    3.6600 
 2006.795336   29.4450  -68.6360  -14.1890    0.6020    0.6820    4.0780 
 2006.798074   29.7200  -68.8210   -9.6260    0.5860    0.6700    3.8980 
 2006.800812   28.6100  -69.1000  -15.0860    0.6250    0.7180    4.1240 
 2006.803550   29.5070  -67.6040  -15.1750    0.5890    0.6990    3.8840 
 2006.806288   30.0000  -67.9720  -10.6420    0.6040    0.6750    3.9750 
 2006.809025   29.6320  -67.8500  -11.4480    0.5840    0.6580    3.8140 
 2006.811763   28.9180  -68.5550  -11.5890    0.6050    0.6670    3.8760 
 2006.814501   29.1320  -68.6580  -11.6710    0.5830    0.6730    3.8250 
 2006.817239   30.6490  -67.0750  -13.8920    0.5730    0.6600    3.7310 
 2006.819977   29.7320  -67.3940  -11.2500    0.5730    0.6490    3.7200 
 2006.822715   29.6810  -67.6070  -15.9220    0.5750    0.6520    3.7390 
 2006.825453   28.0080  -65.9990  -13.8120    0.5720    0.6510    3.7240 
 2006.828190   29.7790  -66.2310  -18.1130    0.5660    0.6450    3.6620 
 2006.830928   29.6740  -66.8620  -19.3460    0.5620    0.6270    3.5240 
 2006.833666   29.8950  -66.1980  -20.9010    0.5540    0.6350    3.5730 
 2006.836404   29.2750  -66.3510  -24.0260    0.5760    0.6630    3.7660 
 2006.839142   29.0170  -64.5610  -16.2180    0.5700    0.6470    3.6730 
 2006.841880   28.7430  -65.1470  -11.3690    0.6030    0.6800    3.8630 
 2006.844617   28.3370  -65.8540  -12.4670    0.5830    0.6780    3.8920 
 2006.847355   27.8080  -65.3130  -11.4730    0.5660    0.6630    3.7750 
 2006.850093   28.3310  -66.1100  -16.0020    0.5840    0.6710    3.8470 
