station,lon,lat,disp,year,Amplitude,Peak_DoY,Min_DoY,Time_MintoPeak
SCOR,"38   -21.950336
Name: longitude, dtype: float64","38    70.485333
Name: latitude, dtype: float64",Vertical,2024,12.028482402007896,321,163,158
KAGA,"39   -49.814633
Name: longitude, dtype: float64","39    69.222303
Name: latitude, dtype: float64",Vertical,2008,21.28717775434809,249,123,126
KAGA,"39   -49.814633
Name: longitude, dtype: float64","39    69.222303
Name: latitude, dtype: float64",Vertical,2009,17.70773376109584,254,165,89
KAGA,"39   -49.814633
Name: longitude, dtype: float64","39    69.222303
Name: latitude, dtype: float64",Vertical,2010,25.941350192794538,298,141,157
KAGA,"39   -49.814633
Name: longitude, dtype: float64","39    69.222303
Name: latitude, dtype: float64",Vertical,2011,28.684455080933677,329,168,161
KAGA,"39   -49.814633
Name: longitude, dtype: float64","39    69.222303
Name: latitude, dtype: float64",Vertical,2013,15.867295083745232,301,155,146
KAGA,"39   -49.814633
Name: longitude, dtype: float64","39    69.222303
Name: latitude, dtype: float64",Vertical,2014,21.92277952162937,341,156,185
KAGA,"39   -49.814633
Name: longitude, dtype: float64","39    69.222303
Name: latitude, dtype: float64",Vertical,2015,18.6329493321817,17,169,152
KAGA,"39   -49.814633
Name: longitude, dtype: float64","39    69.222303
Name: latitude, dtype: float64",Vertical,2016,22.80522797525825,249,117,132
KAGA,"39   -49.814633
Name: longitude, dtype: float64","39    69.222303
Name: latitude, dtype: float64",Vertical,2017,21.6409075812345,2,139,137
KAGA,"39   -49.814633
Name: longitude, dtype: float64","39    69.222303
Name: latitude, dtype: float64",Vertical,2018,21.70833549681337,41,171,130
KAGA,"39   -49.814633
Name: longitude, dtype: float64","39    69.222303
Name: latitude, dtype: float64",Vertical,2019,27.99953951881781,330,134,196
KAGA,"39   -49.814633
Name: longitude, dtype: float64","39    69.222303
Name: latitude, dtype: float64",Vertical,2020,17.285054197293032,269,136,133
KAGA,"39   -49.814633
Name: longitude, dtype: float64","39    69.222303
Name: latitude, dtype: float64",Vertical,2021,18.523271084869865,256,116,140
KAGA,"39   -49.814633
Name: longitude, dtype: float64","39    69.222303
Name: latitude, dtype: float64",Vertical,2022,18.263818255211223,4,180,176
KAGA,"39   -49.814633
Name: longitude, dtype: float64","39    69.222303
Name: latitude, dtype: float64",Vertical,2023,22.6835280314895,8,176,168
KAGA,"39   -49.814633
Name: longitude, dtype: float64","39    69.222303
Name: latitude, dtype: float64",Vertical,2024,19.263267483297614,0,167,167
TIN1,"40   -50.463189
Name: longitude, dtype: float64","40    68.801242
Name: latitude, dtype: float64",Vertical,2020,23.83021761883113,329,140,189
TIN1,"40   -50.463189
Name: longitude, dtype: float64","40    68.801242
Name: latitude, dtype: float64",Vertical,2021,11.163462607449741,343,116,227
TIN1,"40   -50.463189
Name: longitude, dtype: float64","40    68.801242
Name: latitude, dtype: float64",Vertical,2022,12.199749614379602,288,172,116
TIN1,"40   -50.463189
Name: longitude, dtype: float64","40    68.801242
Name: latitude, dtype: float64",Vertical,2023,13.142915986308653,252,177,75
TIN1,"40   -50.463189
Name: longitude, dtype: float64","40    68.801242
Name: latitude, dtype: float64",Vertical,2024,10.631563991096938,18,163,145
LEFN,"41   -26.293467
Name: longitude, dtype: float64","41    80.456683
Name: latitude, dtype: float64",Vertical,2009,14.180726646419194,236,100,136
LEFN,"41   -26.293467
Name: longitude, dtype: float64","41    80.456683
Name: latitude, dtype: float64",Vertical,2010,13.711506634062282,305,86,219
LEFN,"41   -26.293467
Name: longitude, dtype: float64","41    80.456683
Name: latitude, dtype: float64",Vertical,2011,15.98848664105957,342,170,172
LEFN,"41   -26.293467
Name: longitude, dtype: float64","41    80.456683
Name: latitude, dtype: float64",Vertical,2012,18.99028664701471,282,150,132
LEFN,"41   -26.293467
Name: longitude, dtype: float64","41    80.456683
Name: latitude, dtype: float64",Vertical,2013,8.414340008337195,14,70,56
LEFN,"41   -26.293467
Name: longitude, dtype: float64","41    80.456683
Name: latitude, dtype: float64",Vertical,2014,14.879399982878976,259,144,115
LEFN,"41   -26.293467
Name: longitude, dtype: float64","41    80.456683
Name: latitude, dtype: float64",Vertical,2015,14.529226654607513,258,175,83
LEFN,"41   -26.293467
Name: longitude, dtype: float64","41    80.456683
Name: latitude, dtype: float64",Vertical,2016,15.907199986600935,244,154,90
LEFN,"41   -26.293467
Name: longitude, dtype: float64","41    80.456683
Name: latitude, dtype: float64",Vertical,2017,13.63087998540991,231,133,98
LEFN,"41   -26.293467
Name: longitude, dtype: float64","41    80.456683
Name: latitude, dtype: float64",Vertical,2018,9.891093311597078,266,120,146
LEFN,"41   -26.293467
Name: longitude, dtype: float64","41    80.456683
Name: latitude, dtype: float64",Vertical,2019,20.257939978561502,252,108,144
LEFN,"41   -26.293467
Name: longitude, dtype: float64","41    80.456683
Name: latitude, dtype: float64",Vertical,2020,12.76313331100156,291,141,150
LEFN,"41   -26.293467
Name: longitude, dtype: float64","41    80.456683
Name: latitude, dtype: float64",Vertical,2021,12.452059968586646,335,124,211
LEFN,"41   -26.293467
Name: longitude, dtype: float64","41    80.456683
Name: latitude, dtype: float64",Vertical,2024,9.959006655649658,240,166,74
GMMA,"42   -19.652119
Name: longitude, dtype: float64","42    77.809428
Name: latitude, dtype: float64",Vertical,2010,9.987278260645203,307,86,221
GMMA,"42   -19.652119
Name: longitude, dtype: float64","42    77.809428
Name: latitude, dtype: float64",Vertical,2011,12.366624571813913,350,173,177
GMMA,"42   -19.652119
Name: longitude, dtype: float64","42    77.809428
Name: latitude, dtype: float64",Vertical,2012,23.399594418715136,268,164,104
GMMA,"42   -19.652119
Name: longitude, dtype: float64","42    77.809428
Name: latitude, dtype: float64",Vertical,2015,13.324597456864081,23,171,148
GMMA,"42   -19.652119
Name: longitude, dtype: float64","42    77.809428
Name: latitude, dtype: float64",Vertical,2016,12.212754246017642,298,138,160
GMMA,"42   -19.652119
Name: longitude, dtype: float64","42    77.809428
Name: latitude, dtype: float64",Vertical,2020,20.374024818388218,0,92,92
GMMA,"42   -19.652119
Name: longitude, dtype: float64","42    77.809428
Name: latitude, dtype: float64",Vertical,2021,17.25932147667399,267,125,142
GMMA,"42   -19.652119
Name: longitude, dtype: float64","42    77.809428
Name: latitude, dtype: float64",Vertical,2022,11.852809600700613,274,344,70
GMMA,"42   -19.652119
Name: longitude, dtype: float64","42    77.809428
Name: latitude, dtype: float64",Vertical,2023,18.357577214259884,364,164,200
GMMA,"42   -19.652119
Name: longitude, dtype: float64","42    77.809428
Name: latitude, dtype: float64",Vertical,2024,16.526889340038043,8,199,191
LBIB,"43   -23.852947
Name: longitude, dtype: float64","43    75.893808
Name: latitude, dtype: float64",Vertical,2010,10.539957916137098,306,86,220
LBIB,"43   -23.852947
Name: longitude, dtype: float64","43    75.893808
Name: latitude, dtype: float64",Vertical,2011,15.521053718986455,349,172,177
LBIB,"43   -23.852947
Name: longitude, dtype: float64","43    75.893808
Name: latitude, dtype: float64",Vertical,2012,14.247324219475514,256,164,92
LBIB,"43   -23.852947
Name: longitude, dtype: float64","43    75.893808
Name: latitude, dtype: float64",Vertical,2013,11.195625952947593,234,357,123
LBIB,"43   -23.852947
Name: longitude, dtype: float64","43    75.893808
Name: latitude, dtype: float64",Vertical,2014,9.595428431558211,258,150,108
LBIB,"43   -23.852947
Name: longitude, dtype: float64","43    75.893808
Name: latitude, dtype: float64",Vertical,2016,14.590827732624767,248,111,137
LBIB,"43   -23.852947
Name: longitude, dtype: float64","43    75.893808
Name: latitude, dtype: float64",Vertical,2017,9.724943518693866,239,137,102
LBIB,"43   -23.852947
Name: longitude, dtype: float64","43    75.893808
Name: latitude, dtype: float64",Vertical,2018,8.165989460552236,32,167,135
LBIB,"43   -23.852947
Name: longitude, dtype: float64","43    75.893808
Name: latitude, dtype: float64",Vertical,2019,15.950285975126038,252,147,105
LBIB,"43   -23.852947
Name: longitude, dtype: float64","43    75.893808
Name: latitude, dtype: float64",Vertical,2020,8.121141617193588,0,87,87
LBIB,"43   -23.852947
Name: longitude, dtype: float64","43    75.893808
Name: latitude, dtype: float64",Vertical,2021,8.237167728928359,224,125,99
LBIB,"43   -23.852947
Name: longitude, dtype: float64","43    75.893808
Name: latitude, dtype: float64",Vertical,2022,8.316865958492205,277,343,66
SCBY,"44   -59.593628
Name: longitude, dtype: float64","44    80.260133
Name: latitude, dtype: float64",Vertical,2013,9.459828260371228,361,71,290
SCBY,"44   -59.593628
Name: longitude, dtype: float64","44    80.260133
Name: latitude, dtype: float64",Vertical,2015,16.814607388594233,300,176,124
SCBY,"44   -59.593628
Name: longitude, dtype: float64","44    80.260133
Name: latitude, dtype: float64",Vertical,2016,17.48263033716121,252,153,99
SCBY,"44   -59.593628
Name: longitude, dtype: float64","44    80.260133
Name: latitude, dtype: float64",Vertical,2017,18.325347803788944,27,138,111
SCBY,"44   -59.593628
Name: longitude, dtype: float64","44    80.260133
Name: latitude, dtype: float64",Vertical,2018,15.134408443757795,31,310,279
SCBY,"44   -59.593628
Name: longitude, dtype: float64","44    80.260133
Name: latitude, dtype: float64",Vertical,2019,15.499716956222738,334,160,174
SCBY,"44   -59.593628
Name: longitude, dtype: float64","44    80.260133
Name: latitude, dtype: float64",Vertical,2020,12.754557848285302,310,141,169
SCBY,"44   -59.593628
Name: longitude, dtype: float64","44    80.260133
Name: latitude, dtype: float64",Vertical,2021,10.873915866705605,335,125,210
SCBY,"44   -59.593628
Name: longitude, dtype: float64","44    80.260133
Name: latitude, dtype: float64",Vertical,2022,10.332981886369415,278,169,109
SCBY,"44   -59.593628
Name: longitude, dtype: float64","44    80.260133
Name: latitude, dtype: float64",Vertical,2023,12.406786346682239,249,165,84
SCBY,"44   -59.593628
Name: longitude, dtype: float64","44    80.260133
Name: latitude, dtype: float64",Vertical,2024,10.872535069853312,243,178,65
KULU,"47   -37.149361
Name: longitude, dtype: float64","47    65.579336
Name: latitude, dtype: float64",Vertical,1998,38.21064130095067,30,243,213
KULU,"47   -37.149361
Name: longitude, dtype: float64","47    65.579336
Name: latitude, dtype: float64",Vertical,2001,17.454696116689966,260,120,140
KULU,"47   -37.149361
Name: longitude, dtype: float64","47    65.579336
Name: latitude, dtype: float64",Vertical,2002,13.957728860577264,236,114,122
KULU,"47   -37.149361
Name: longitude, dtype: float64","47    65.579336
Name: latitude, dtype: float64",Vertical,2003,16.462083267540052,28,115,87
KULU,"47   -37.149361
Name: longitude, dtype: float64","47    65.579336
Name: latitude, dtype: float64",Vertical,2004,13.717703305912064,26,136,110
KULU,"47   -37.149361
Name: longitude, dtype: float64","47    65.579336
Name: latitude, dtype: float64",Vertical,2005,13.669899375318687,306,150,156
KULU,"47   -37.149361
Name: longitude, dtype: float64","47    65.579336
Name: latitude, dtype: float64",Vertical,2006,10.667825841967641,360,45,315
KULU,"47   -37.149361
Name: longitude, dtype: float64","47    65.579336
Name: latitude, dtype: float64",Vertical,2007,9.864474813238473,261,161,100
KULU,"47   -37.149361
Name: longitude, dtype: float64","47    65.579336
Name: latitude, dtype: float64",Vertical,2009,7.776792576311782,277,184,93
KULU,"47   -37.149361
Name: longitude, dtype: float64","47    65.579336
Name: latitude, dtype: float64",Vertical,2010,13.917861092859876,304,86,218
KULU,"47   -37.149361
Name: longitude, dtype: float64","47    65.579336
Name: latitude, dtype: float64",Vertical,2012,15.856782457493757,257,145,112
KULU,"47   -37.149361
Name: longitude, dtype: float64","47    65.579336
Name: latitude, dtype: float64",Vertical,2015,13.249257172529955,25,162,137
KULU,"47   -37.149361
Name: longitude, dtype: float64","47    65.579336
Name: latitude, dtype: float64",Vertical,2016,12.70962725721002,251,121,130
KULU,"47   -37.149361
Name: longitude, dtype: float64","47    65.579336
Name: latitude, dtype: float64",Vertical,2021,12.801851255791313,335,115,220
MSVG,"48   -23.912867
Name: longitude, dtype: float64","48    72.240822
Name: latitude, dtype: float64",Vertical,2010,10.688315877748266,304,135,169
MSVG,"48   -23.912867
Name: longitude, dtype: float64","48    72.240822
Name: latitude, dtype: float64",Vertical,2011,15.034075001701302,349,171,178
MSVG,"48   -23.912867
Name: longitude, dtype: float64","48    72.240822
Name: latitude, dtype: float64",Vertical,2012,16.580765854407485,322,146,176
MSVG,"48   -23.912867
Name: longitude, dtype: float64","48    72.240822
Name: latitude, dtype: float64",Vertical,2013,11.793298870306195,321,79,242
MSVG,"48   -23.912867
Name: longitude, dtype: float64","48    72.240822
Name: latitude, dtype: float64",Vertical,2014,10.277399514511753,259,155,104
MSVG,"48   -23.912867
Name: longitude, dtype: float64","48    72.240822
Name: latitude, dtype: float64",Vertical,2015,12.711900653541871,20,160,140
MSVG,"48   -23.912867
Name: longitude, dtype: float64","48    72.240822
Name: latitude, dtype: float64",Vertical,2016,14.53838276848643,245,124,121
MSVG,"48   -23.912867
Name: longitude, dtype: float64","48    72.240822
Name: latitude, dtype: float64",Vertical,2017,11.583600392125122,48,132,84
MSVG,"48   -23.912867
Name: longitude, dtype: float64","48    72.240822
Name: latitude, dtype: float64",Vertical,2018,11.919583972870734,31,168,137
MSVG,"48   -23.912867
Name: longitude, dtype: float64","48    72.240822
Name: latitude, dtype: float64",Vertical,2019,19.585615756376207,341,145,196
MSVG,"48   -23.912867
Name: longitude, dtype: float64","48    72.240822
Name: latitude, dtype: float64",Vertical,2020,8.319016101819765,262,141,121
MSVG,"48   -23.912867
Name: longitude, dtype: float64","48    72.240822
Name: latitude, dtype: float64",Vertical,2021,11.409099019687194,335,125,210
MSVG,"48   -23.912867
Name: longitude, dtype: float64","48    72.240822
Name: latitude, dtype: float64",Vertical,2022,10.491399458493879,277,161,116
MSVG,"48   -23.912867
Name: longitude, dtype: float64","48    72.240822
Name: latitude, dtype: float64",Vertical,2023,13.365176320178836,359,166,193
MSVG,"48   -23.912867
Name: longitude, dtype: float64","48    72.240822
Name: latitude, dtype: float64",Vertical,2024,9.082899449157566,297,179,118
KMJP,"49   -33.377089
Name: longitude, dtype: float64","49    83.643239
Name: latitude, dtype: float64",Vertical,2009,10.79728833779523,37,106,69
KMJP,"49   -33.377089
Name: longitude, dtype: float64","49    83.643239
Name: latitude, dtype: float64",Vertical,2010,10.23381708110993,27,86,59
KMJP,"49   -33.377089
Name: longitude, dtype: float64","49    83.643239
Name: latitude, dtype: float64",Vertical,2011,12.576811799004904,360,178,182
KMJP,"49   -33.377089
Name: longitude, dtype: float64","49    83.643239
Name: latitude, dtype: float64",Vertical,2013,8.785899585332135,278,196,82
KMJP,"49   -33.377089
Name: longitude, dtype: float64","49    83.643239
Name: latitude, dtype: float64",Vertical,2015,11.998544621221722,52,171,119
KMJP,"49   -33.377089
Name: longitude, dtype: float64","49    83.643239
Name: latitude, dtype: float64",Vertical,2016,13.819651253560966,54,3,51
KMJP,"49   -33.377089
Name: longitude, dtype: float64","49    83.643239
Name: latitude, dtype: float64",Vertical,2017,11.115373364536424,28,137,109
KMJP,"49   -33.377089
Name: longitude, dtype: float64","49    83.643239
Name: latitude, dtype: float64",Vertical,2018,10.499466363619904,265,61,204
KMJP,"49   -33.377089
Name: longitude, dtype: float64","49    83.643239
Name: latitude, dtype: float64",Vertical,2019,13.056051001321467,354,162,192
KMJP,"49   -33.377089
Name: longitude, dtype: float64","49    83.643239
Name: latitude, dtype: float64",Vertical,2020,13.058914068610587,363,154,209
KMJP,"49   -33.377089
Name: longitude, dtype: float64","49    83.643239
Name: latitude, dtype: float64",Vertical,2021,10.11663882800018,13,192,179
KMJP,"49   -33.377089
Name: longitude, dtype: float64","49    83.643239
Name: latitude, dtype: float64",Vertical,2022,11.223531225482208,278,179,99
KMJP,"49   -33.377089
Name: longitude, dtype: float64","49    83.643239
Name: latitude, dtype: float64",Vertical,2023,12.012227788308426,364,166,198
KMJP,"49   -33.377089
Name: longitude, dtype: float64","49    83.643239
Name: latitude, dtype: float64",Vertical,2024,12.361931629694293,4,191,187
NORD,"51   -16.655456
Name: longitude, dtype: float64","51    81.600142
Name: latitude, dtype: float64",Vertical,2009,17.382000523892444,22,66,44
NORD,"51   -16.655456
Name: longitude, dtype: float64","51    81.600142
Name: latitude, dtype: float64",Vertical,2015,17.888072301964996,70,354,284
NORD,"51   -16.655456
Name: longitude, dtype: float64","51    81.600142
Name: latitude, dtype: float64",Vertical,2016,14.095969592395484,56,0,56
NORD,"51   -16.655456
Name: longitude, dtype: float64","51    81.600142
Name: latitude, dtype: float64",Vertical,2017,13.659187301237733,222,311,89
NORD,"51   -16.655456
Name: longitude, dtype: float64","51    81.600142
Name: latitude, dtype: float64",Vertical,2020,12.279044712383524,201,95,106
NORD,"51   -16.655456
Name: longitude, dtype: float64","51    81.600142
Name: latitude, dtype: float64",Vertical,2021,8.87990083888992,214,48,166
NORD,"51   -16.655456
Name: longitude, dtype: float64","51    81.600142
Name: latitude, dtype: float64",Vertical,2022,14.960110540160269,10,70,60
NORD,"51   -16.655456
Name: longitude, dtype: float64","51    81.600142
Name: latitude, dtype: float64",Vertical,2023,26.883375458901735,70,158,88
NORD,"51   -16.655456
Name: longitude, dtype: float64","51    81.600142
Name: latitude, dtype: float64",Vertical,2024,16.685840043331083,7,99,92
VFDG,"53   -29.817644
Name: longitude, dtype: float64","53    70.299925
Name: latitude, dtype: float64",Vertical,2010,15.036024295921974,265,86,179
VFDG,"53   -29.817644
Name: longitude, dtype: float64","53    70.299925
Name: latitude, dtype: float64",Vertical,2011,16.989984162973315,349,176,173
VFDG,"53   -29.817644
Name: longitude, dtype: float64","53    70.299925
Name: latitude, dtype: float64",Vertical,2012,21.806783680997654,322,150,172
VFDG,"53   -29.817644
Name: longitude, dtype: float64","53    70.299925
Name: latitude, dtype: float64",Vertical,2013,11.552073625835995,311,80,231
VFDG,"53   -29.817644
Name: longitude, dtype: float64","53    70.299925
Name: latitude, dtype: float64",Vertical,2014,12.417442557198179,262,157,105
VFDG,"53   -29.817644
Name: longitude, dtype: float64","53    70.299925
Name: latitude, dtype: float64",Vertical,2015,14.852418676924607,20,176,156
VFDG,"53   -29.817644
Name: longitude, dtype: float64","53    70.299925
Name: latitude, dtype: float64",Vertical,2016,18.190789529189935,255,114,141
VFDG,"53   -29.817644
Name: longitude, dtype: float64","53    70.299925
Name: latitude, dtype: float64",Vertical,2017,15.76017385503091,3,138,135
VFDG,"53   -29.817644
Name: longitude, dtype: float64","53    70.299925
Name: latitude, dtype: float64",Vertical,2018,14.522672930507355,42,155,113
VFDG,"53   -29.817644
Name: longitude, dtype: float64","53    70.299925
Name: latitude, dtype: float64",Vertical,2019,23.635490889137813,350,146,204
VFDG,"53   -29.817644
Name: longitude, dtype: float64","53    70.299925
Name: latitude, dtype: float64",Vertical,2020,7.953208800906774,0,169,169
VFDG,"53   -29.817644
Name: longitude, dtype: float64","53    70.299925
Name: latitude, dtype: float64",Vertical,2021,12.946901526625453,298,118,180
VFDG,"53   -29.817644
Name: longitude, dtype: float64","53    70.299925
Name: latitude, dtype: float64",Vertical,2022,11.466192625182266,14,163,149
VFDG,"53   -29.817644
Name: longitude, dtype: float64","53    70.299925
Name: latitude, dtype: float64",Vertical,2023,13.4872618575954,6,180,174
VFDG,"53   -29.817644
Name: longitude, dtype: float64","53    70.299925
Name: latitude, dtype: float64",Vertical,2024,10.01755947830242,296,161,135
UPVK,"54   -56.128006
Name: longitude, dtype: float64","54    72.788289
Name: latitude, dtype: float64",Vertical,2008,11.047886695465127,58,110,52
UPVK,"54   -56.128006
Name: longitude, dtype: float64","54    72.788289
Name: latitude, dtype: float64",Vertical,2009,6.695972712277995,324,107,217
UPVK,"54   -56.128006
Name: longitude, dtype: float64","54    72.788289
Name: latitude, dtype: float64",Vertical,2010,8.410628665386074,305,38,267
UPVK,"54   -56.128006
Name: longitude, dtype: float64","54    72.788289
Name: latitude, dtype: float64",Vertical,2012,10.376230331034765,353,152,201
UPVK,"54   -56.128006
Name: longitude, dtype: float64","54    72.788289
Name: latitude, dtype: float64",Vertical,2013,8.495214908514729,53,174,121
UPVK,"54   -56.128006
Name: longitude, dtype: float64","54    72.788289
Name: latitude, dtype: float64",Vertical,2014,9.626025237180533,354,167,187
UPVK,"54   -56.128006
Name: longitude, dtype: float64","54    72.788289
Name: latitude, dtype: float64",Vertical,2015,8.23396565614925,0,161,161
UPVK,"54   -56.128006
Name: longitude, dtype: float64","54    72.788289
Name: latitude, dtype: float64",Vertical,2016,11.638302683504126,251,115,136
UPVK,"54   -56.128006
Name: longitude, dtype: float64","54    72.788289
Name: latitude, dtype: float64",Vertical,2017,14.844935533641976,55,169,114
UPVK,"54   -56.128006
Name: longitude, dtype: float64","54    72.788289
Name: latitude, dtype: float64",Vertical,2018,11.534249494192611,45,338,293
UPVK,"54   -56.128006
Name: longitude, dtype: float64","54    72.788289
Name: latitude, dtype: float64",Vertical,2019,10.217541579253304,249,146,103
UPVK,"54   -56.128006
Name: longitude, dtype: float64","54    72.788289
Name: latitude, dtype: float64",Vertical,2020,8.05400119265757,269,149,120
UPVK,"54   -56.128006
Name: longitude, dtype: float64","54    72.788289
Name: latitude, dtype: float64",Vertical,2021,7.535618836140894,20,193,173
UPVK,"54   -56.128006
Name: longitude, dtype: float64","54    72.788289
Name: latitude, dtype: float64",Vertical,2022,8.005107114931235,273,171,102
UPVK,"54   -56.128006
Name: longitude, dtype: float64","54    72.788289
Name: latitude, dtype: float64",Vertical,2023,9.907872794601474,7,173,166
UPVK,"54   -56.128006
Name: longitude, dtype: float64","54    72.788289
Name: latitude, dtype: float64",Vertical,2024,7.947357557087933,29,162,133
KAPI,"55   -50.271214
Name: longitude, dtype: float64","55    64.432353
Name: latitude, dtype: float64",Vertical,2010,17.3667808435847,303,155,148
KAPI,"55   -50.271214
Name: longitude, dtype: float64","55    64.432353
Name: latitude, dtype: float64",Vertical,2012,22.545043211655855,271,148,123
KAPI,"55   -50.271214
Name: longitude, dtype: float64","55    64.432353
Name: latitude, dtype: float64",Vertical,2016,18.741291760477036,254,119,135
KAPI,"55   -50.271214
Name: longitude, dtype: float64","55    64.432353
Name: latitude, dtype: float64",Vertical,2017,12.724032514764732,24,136,112
KAPI,"55   -50.271214
Name: longitude, dtype: float64","55    64.432353
Name: latitude, dtype: float64",Vertical,2018,11.796328971722616,40,166,126
KAPI,"55   -50.271214
Name: longitude, dtype: float64","55    64.432353
Name: latitude, dtype: float64",Vertical,2021,13.210463420889676,260,116,144
KAPI,"55   -50.271214
Name: longitude, dtype: float64","55    64.432353
Name: latitude, dtype: float64",Vertical,2022,12.679270259187708,3,163,160
KAPI,"55   -50.271214
Name: longitude, dtype: float64","55    64.432353
Name: latitude, dtype: float64",Vertical,2023,12.006415438813761,9,177,168
KAPI,"55   -50.271214
Name: longitude, dtype: float64","55    64.432353
Name: latitude, dtype: float64",Vertical,2024,10.085587681882732,28,165,137
THU1,"56   -68.788
Name: longitude, dtype: float64","56    76.5373
Name: latitude, dtype: float64",Vertical,1996,17.691070210568384,265,177,88
THU1,"56   -68.788
Name: longitude, dtype: float64","56    76.5373
Name: latitude, dtype: float64",Vertical,1998,16.224913471742024,28,88,60
THU1,"56   -68.788
Name: longitude, dtype: float64","56    76.5373
Name: latitude, dtype: float64",Vertical,1999,17.14598034786809,339,246,93
THU1,"56   -68.788
Name: longitude, dtype: float64","56    76.5373
Name: latitude, dtype: float64",Vertical,2000,18.32487526142181,29,225,196
DANE,"57   -20.199831
Name: longitude, dtype: float64","57    74.311947
Name: latitude, dtype: float64",Vertical,2010,8.04090629910198,264,74,190
DANE,"57   -20.199831
Name: longitude, dtype: float64","57    74.311947
Name: latitude, dtype: float64",Vertical,2011,15.00299102213396,358,175,183
DANE,"57   -20.199831
Name: longitude, dtype: float64","57    74.311947
Name: latitude, dtype: float64",Vertical,2012,12.61770543039816,1,155,154
DANE,"57   -20.199831
Name: longitude, dtype: float64","57    74.311947
Name: latitude, dtype: float64",Vertical,2013,6.470507487300008,230,364,134
DANE,"57   -20.199831
Name: longitude, dtype: float64","57    74.311947
Name: latitude, dtype: float64",Vertical,2014,9.655851139612432,239,157,82
DANE,"57   -20.199831
Name: longitude, dtype: float64","57    74.311947
Name: latitude, dtype: float64",Vertical,2019,14.794926122260431,336,109,227
DANE,"57   -20.199831
Name: longitude, dtype: float64","57    74.311947
Name: latitude, dtype: float64",Vertical,2020,7.319691932482577,265,85,180
DANE,"57   -20.199831
Name: longitude, dtype: float64","57    74.311947
Name: latitude, dtype: float64",Vertical,2021,8.217078173843788,10,118,108
DANE,"57   -20.199831
Name: longitude, dtype: float64","57    74.311947
Name: latitude, dtype: float64",Vertical,2022,10.978655159489545,277,169,108
DANE,"57   -20.199831
Name: longitude, dtype: float64","57    74.311947
Name: latitude, dtype: float64",Vertical,2023,11.55796492601442,303,165,138
DANE,"57   -20.199831
Name: longitude, dtype: float64","57    74.311947
Name: latitude, dtype: float64",Vertical,2024,8.523428747120402,67,163,96
QAAR,"58   -52.688378
Name: longitude, dtype: float64","58    70.740406
Name: latitude, dtype: float64",Vertical,2008,13.67998030036262,237,124,113
QAAR,"58   -52.688378
Name: longitude, dtype: float64","58    70.740406
Name: latitude, dtype: float64",Vertical,2010,14.775124640663531,307,137,170
QAAR,"58   -52.688378
Name: longitude, dtype: float64","58    70.740406
Name: latitude, dtype: float64",Vertical,2011,17.171100773691563,357,169,188
QAAR,"58   -52.688378
Name: longitude, dtype: float64","58    70.740406
Name: latitude, dtype: float64",Vertical,2014,16.43396710472988,346,159,187
QAAR,"58   -52.688378
Name: longitude, dtype: float64","58    70.740406
Name: latitude, dtype: float64",Vertical,2015,18.926000124807153,0,175,175
QAAR,"58   -52.688378
Name: longitude, dtype: float64","58    70.740406
Name: latitude, dtype: float64",Vertical,2016,16.334064290378045,242,115,127
QAAR,"58   -52.688378
Name: longitude, dtype: float64","58    70.740406
Name: latitude, dtype: float64",Vertical,2017,15.671394371296325,24,144,120
QAAR,"58   -52.688378
Name: longitude, dtype: float64","58    70.740406
Name: latitude, dtype: float64",Vertical,2018,14.457360850339535,42,166,124
QAAR,"58   -52.688378
Name: longitude, dtype: float64","58    70.740406
Name: latitude, dtype: float64",Vertical,2019,17.547657863557944,351,151,200
QAAR,"58   -52.688378
Name: longitude, dtype: float64","58    70.740406
Name: latitude, dtype: float64",Vertical,2020,12.792403126782437,39,149,110
QAAR,"58   -52.688378
Name: longitude, dtype: float64","58    70.740406
Name: latitude, dtype: float64",Vertical,2021,12.191997436087933,255,132,123
QAAR,"58   -52.688378
Name: longitude, dtype: float64","58    70.740406
Name: latitude, dtype: float64",Vertical,2022,11.620192307438323,13,177,164
QAAR,"58   -52.688378
Name: longitude, dtype: float64","58    70.740406
Name: latitude, dtype: float64",Vertical,2023,14.340242026003141,7,177,170
QAAR,"58   -52.688378
Name: longitude, dtype: float64","58    70.740406
Name: latitude, dtype: float64",Vertical,2024,12.41690162579479,31,173,142
SRMP,"59   -54.393711
Name: longitude, dtype: float64","59    72.910678
Name: latitude, dtype: float64",Vertical,2008,16.340243533168977,289,122,167
SRMP,"59   -54.393711
Name: longitude, dtype: float64","59    72.910678
Name: latitude, dtype: float64",Vertical,2009,11.604821696076685,240,107,133
SRMP,"59   -54.393711
Name: longitude, dtype: float64","59    72.910678
Name: latitude, dtype: float64",Vertical,2010,17.00402527443319,307,86,221
SRMP,"59   -54.393711
Name: longitude, dtype: float64","59    72.910678
Name: latitude, dtype: float64",Vertical,2011,18.428262079219575,350,169,181
SRMP,"59   -54.393711
Name: longitude, dtype: float64","59    72.910678
Name: latitude, dtype: float64",Vertical,2012,18.714762468154227,274,163,111
SRMP,"59   -54.393711
Name: longitude, dtype: float64","59    72.910678
Name: latitude, dtype: float64",Vertical,2013,9.50191434225454,20,161,141
SRMP,"59   -54.393711
Name: longitude, dtype: float64","59    72.910678
Name: latitude, dtype: float64",Vertical,2014,15.300533389426871,352,155,197
