station,lon,lat,disp,year,Amplitude,Peak_DoY,Min_DoY,Time_MintoPeak
QAQ1,"37   -46.047761
Name: longitude, dtype: float64","37    60.715264
Name: latitude, dtype: float64",Vertical,2011,10.424740400586401,260,143,117
QAQ1,"37   -46.047761
Name: longitude, dtype: float64","37    60.715264
Name: latitude, dtype: float64",Vertical,2012,18.298502905509896,266,133,133
QAQ1,"37   -46.047761
Name: longitude, dtype: float64","37    60.715264
Name: latitude, dtype: float64",Vertical,2013,7.814040832181361,6,180,174
QAQ1,"37   -46.047761
Name: longitude, dtype: float64","37    60.715264
Name: latitude, dtype: float64",Vertical,2014,13.329355091067589,296,179,117
QAQ1,"37   -46.047761
Name: longitude, dtype: float64","37    60.715264
Name: latitude, dtype: float64",Vertical,2015,11.879787525714356,23,158,135
QAQ1,"37   -46.047761
Name: longitude, dtype: float64","37    60.715264
Name: latitude, dtype: float64",Vertical,2016,14.249015665618847,253,121,132
QAQ1,"37   -46.047761
Name: longitude, dtype: float64","37    60.715264
Name: latitude, dtype: float64",Vertical,2017,8.67948076178483,241,135,106
QAQ1,"37   -46.047761
Name: longitude, dtype: float64","37    60.715264
Name: latitude, dtype: float64",Vertical,2018,7.61982646239285,34,148,114
QAQ1,"37   -46.047761
Name: longitude, dtype: float64","37    60.715264
Name: latitude, dtype: float64",Vertical,2020,11.40773961533606,260,156,104
QAQ1,"37   -46.047761
Name: longitude, dtype: float64","37    60.715264
Name: latitude, dtype: float64",Vertical,2021,12.19319250115197,333,160,173
QAQ1,"37   -46.047761
Name: longitude, dtype: float64","37    60.715264
Name: latitude, dtype: float64",Vertical,2022,11.546214644877036,364,164,200
QAQ1,"37   -46.047761
Name: longitude, dtype: float64","37    60.715264
Name: latitude, dtype: float64",Vertical,2023,11.767569297297124,252,166,86
QAQ1,"37   -46.047761
Name: longitude, dtype: float64","37    60.715264
Name: latitude, dtype: float64",Vertical,2024,9.024402395138992,333,166,167
SCOR,"38   -21.950336
Name: longitude, dtype: float64","38    70.485333
Name: latitude, dtype: float64",Vertical,2006,7.946646607762572,273,127,146
SCOR,"38   -21.950336
Name: longitude, dtype: float64","38    70.485333
Name: latitude, dtype: float64",Vertical,2007,8.441000299130557,325,155,170
SCOR,"38   -21.950336
Name: longitude, dtype: float64","38    70.485333
Name: latitude, dtype: float64",Vertical,2008,13.219684042615889,289,123,166
SCOR,"38   -21.950336
Name: longitude, dtype: float64","38    70.485333
Name: latitude, dtype: float64",Vertical,2010,11.653991910286507,357,112,245
SCOR,"38   -21.950336
Name: longitude, dtype: float64","38    70.485333
Name: latitude, dtype: float64",Vertical,2011,9.722680024641601,363,164,199
SCOR,"38   -21.950336
Name: longitude, dtype: float64","38    70.485333
Name: latitude, dtype: float64",Vertical,2012,13.289386653389805,349,143,206
SCOR,"38   -21.950336
Name: longitude, dtype: float64","38    70.485333
Name: latitude, dtype: float64",Vertical,2013,8.704670582382574,321,180,141
SCOR,"38   -21.950336
Name: longitude, dtype: float64","38    70.485333
Name: latitude, dtype: float64",Vertical,2014,11.13252826194407,49,156,107
SCOR,"38   -21.950336
Name: longitude, dtype: float64","38    70.485333
Name: latitude, dtype: float64",Vertical,2017,12.48900345387548,23,147,124
SCOR,"38   -21.950336
Name: longitude, dtype: float64","38    70.485333
Name: latitude, dtype: float64",Vertical,2018,10.329062508186798,30,130,100
SCOR,"38   -21.950336
Name: longitude, dtype: float64","38    70.485333
Name: latitude, dtype: float64",Vertical,2019,13.640523426564105,345,100,245
SCOR,"38   -21.950336
Name: longitude, dtype: float64","38    70.485333
Name: latitude, dtype: float64",Vertical,2020,6.956038889657235,288,139,149
SCOR,"38   -21.950336
Name: longitude, dtype: float64","38    70.485333
Name: latitude, dtype: float64",Vertical,2021,10.657441164765148,330,48,282
SCOR,"38   -21.950336
Name: longitude, dtype: float64","38    70.485333
Name: latitude, dtype: float64",Vertical,2022,9.012181917073256,275,160,115
SCOR,"38   -21.950336
Name: longitude, dtype: float64","38    70.485333
Name: latitude, dtype: float64",Vertical,2023,11.7193807613999,305,155,150
